"","Date","rlc_end_time","Specimen.ID","deltaNPQ","Species","Treatment","Temp...C.","RLC.Time","RLC.Day","Run","pmax","rETRmax","rETRmaxYpoint1","NPQmax","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"622",2023-04-03,"11:34:55","ul224",0.378,"ul",4,30,"11:30:53",1,3,64.12,61.56,61.56,"0.548",0.697,0.023,29.703,0,92,6.8,13.6,0
"623",2023-04-06,"7:55:42","hm225",1.17,"hm",1,24,"7:51:39",1,3,54.39,54.18,54.18,"1.182",0.851,0.012,71.367,0,63.9,1.7,38,0
"624",2023-04-06,"8:00:20","hm226",1.001,"hm",2,24,"7:56:18",1,3,49.7,53.75,51.87,"1.023",0.77,0.035,22.144,0,64.5,5.5,11.7,0
"625",2023-04-06,"8:04:53","hm227",1.004,"hm",3,24,"8:00:51",1,3,34.75,51.25,35.34,"1.037",1.041,0.074,14.127,0,33.4,3.4,9.9,0
"626",2023-04-06,"8:09:17","hm228",0.789,"hm",4,24,"8:05:15",1,3,41.46,42.75,42.75,"1.008",0.642,0.012,54.914,0,64.6,2.2,29.1,0
"627",2023-04-06,"8:13:43","ul225",0.486,"ul",1,24,"8:09:41",1,3,86.41,75.81,75.81,"0.739",0.628,0.025,25.007,0,137.7,14.2,9.7,0
"628",2023-04-06,"8:18:41","ul226",0.402,"ul",2,24,"8:14:39",1,3,84.04,78.12,78.12,"0.557",0.723,0.022,33.167,0,116.2,8.4,13.8,0
"629",2023-04-06,"8:23:24","ul227",0.286,"ul",3,24,"8:19:22",1,3,92.59,84.07,84.07,"0.397",0.743,0.016,45.711,0,124.7,6.8,18.5,0
"630",2023-04-06,"8:27:48","ul228",0.424,"ul",4,24,"8:23:46",1,3,101.44,89.46,89.46,"0.517",0.658,0.022,29.983,0,154.1,13.9,11.1,0
"631",2023-04-06,"8:32:24","hm229",0.26,"hm",1,24,"8:28:21",1,3,45.57,45,41.61,"0.367",0.426,0.012,36.596,0,106.9,6.8,15.7,0
"632",2023-04-06,"8:37:29","hm230",0.295,"hm",2,24,"8:33:27",1,3,33.67,39.38,34.77,"0.456",0.387,0.022,17.417,0,86.9,10.7,8.1,0
"633",2023-04-06,"8:41:58","hm231",0.581,"hm",3,24,"8:37:56",1,3,46.16,45.31,45.31,"0.672",0.568,0.012,47.822,0,81.3,3.5,23,0
"634",2023-04-06,"8:46:49","hm232",0.618,"hm",4,24,"8:42:47",1,3,32.26,49.38,43.68,"1.08",0.6,0.05,12.1,0,53.7,7.7,6.9,0
"635",2023-04-06,"8:52:06","ul229",0.448,"ul",1,24,"8:48:03",1,3,91.71,82.74,82.74,"0.676",0.621,0.022,28.509,0,147.6,13.7,10.8,0
"636",2023-04-06,"8:57:06","ul230",0.342,"ul",2,24,"8:53:03",1,3,103.12,93.24,93.24,"0.499",0.635,0.02,31.845,0,162.3,14.1,11.5,0
"637",2023-04-06,"9:01:48","ul231",0.385,"ul",3,24,"8:57:46",1,3,84.6,78.54,78.54,"0.592",0.649,0.018,36.66,0,130.3,9,14.5,0
"638",2023-04-06,"9:06:12","ul232",0.572,"ul",4,24,"9:02:09",1,3,104.59,86.94,86.94,"0.706",0.574,0.032,17.937,0,182.3,29.4,6.2,0
"639",2023-04-06,"9:10:38","hm233",0.868,"hm",1,27,"9:06:36",1,3,49.04,51.59,51.59,"1.128",0.653,0.023,28.149,0,75.1,5.4,14,0
"640",2023-04-06,"9:15:03","hm234",0.886,"hm",2,27,"9:11:00",1,3,49.05,61.25,51.59,"1.07",0.738,0.023,32.394,0,66.5,3.9,17,0
"641",2023-04-06,"9:19:51","hm235",0.977,"hm",3,27,"9:15:48",1,3,86.87,91.25,91.25,"1.007",0.739,0.019,38.626,0,117.5,7.4,16,0
"642",2023-04-06,"9:24:14","hm236",0.966,"hm",4,27,"9:20:11",1,3,57.61,82.5,82.5,"1.028",0.771,0.042,18.563,0,74.7,8.1,9.2,0
"643",2023-04-06,"9:28:48","ul233",0.429,"ul",1,27,"9:24:46",1,3,97.91,87.78,87.78,"0.682",0.629,0.02,30.879,0,155.6,13.7,11.4,0
"644",2023-04-06,"9:34:14","ul234",0.501,"ul",2,27,"9:30:12",1,3,85.11,76.44,76.44,"0.909",0.586,0.018,32.906,0,145.3,11.6,12.5,0
"645",2023-04-06,"9:39:04","ul235",0.537,"ul",3,27,"9:35:01",1,3,79.07,70.98,70.98,"0.803",0.621,0.032,19.655,0,127.3,16.2,7.9,0
"646",2023-04-06,"9:43:24","ul236",0.358,"ul",4,27,"9:39:21",1,3,121.61,102.06,102.06,"0.525",0.639,0.02,31.148,0,190.4,18,10.6,0
"647",2023-04-06,"9:47:52","hm237",0.805,"hm",1,27,"9:43:50",1,3,126.47,117.5,117.5,"0.836",0.718,0.02,35.112,0,176.2,14.3,12.3,0
"648",2023-04-06,"9:52:14","hm238",0.777,"hm",2,27,"9:48:12",1,3,67.94,75.18,75.18,"0.845",0.61,0.027,22.509,0,111.3,11.7,9.5,0
"649",2023-04-06,"9:56:34","hm239",0.855,"hm",3,27,"9:52:31",1,3,83.87,83.58,83.58,"0.848",0.74,0.016,47.42,0,113.4,5.7,19.9,0
"650",2023-04-06,"9:59:45","hm240",0.796,"hm",4,27,"9:57:14",1,3,113.85,118.12,118.12,"0.848",0.64,0.016,40.988,0,177.8,12.4,14.3,0
"651",2023-04-06,"10:05:50","ul237",0.473,"ul",1,27,"10:01:47",1,3,90.54,78.96,78.96,"0.739",0.623,0.025,25.265,0,145.4,15.2,9.6,0
"652",2023-04-06,"10:10:22","ul238",0.432,"ul",2,27,"10:06:19",1,3,113.58,95,95,"0.607",0.566,0.023,24.716,0,200.8,24.5,8.2,0
"653",2023-04-06,"10:14:45","ul239",0.458,"ul",3,27,"10:10:43",1,3,81.54,77.7,77.7,"0.754",0.6,0.016,38.047,0,136,9.2,14.8,0
"654",2023-04-06,"10:19:11","ul240",0.289,"ul",4,27,"10:15:09",1,3,108.41,93.24,93.24,"0.48",0.64,0.023,27.275,0,169.5,17.5,9.7,0
"655",2023-04-06,"10:24:04","hm241",0.821,"hm",1,30,"10:20:01",1,3,96.68,105.62,105.62,"0.855",0.659,0.026,25.472,0,146.8,15.2,9.6,0
"656",2023-04-06,"10:28:27","hm242",0.83,"hm",2,30,"10:24:24",1,3,102.25,98.7,98.7,"1.036",0.596,0.012,48.982,0,171.7,9.9,17.4,0
"657",2023-04-06,"10:33:05","hm243",0.76,"hm",3,30,"10:29:02",1,3,109.86,107.5,107.5,"0.767",0.646,0.013,51.278,0,170.2,9.3,18.2,0
"658",2023-04-06,"10:37:32","hm244",0.876,"hm",4,30,"10:33:30",1,3,113.35,122.5,122.5,"0.902",0.669,0.014,47.782,0,169.5,10,17,0
"659",2023-04-06,"10:42:11","ul241",0.45,"ul",1,30,"10:38:08",1,3,88.94,78.95,78.95,"0.769",0.643,0.017,38.707,0,138.2,9.2,15,0
"660",2023-04-06,"10:46:42","ul242",0.382,"ul",2,30,"10:42:40",1,3,69.89,66.69,66.69,"0.597",0.747,0.031,24.479,0,93.6,8.4,11.1,0
"661",2023-04-06,"10:52:03","ul243",0.488,"ul",3,30,"10:48:01",1,3,76.59,71.53,71.53,"0.676",0.656,0.022,30.255,0,116.7,9.3,12.6,0
"662",2023-04-06,"10:56:38","ul244",0.521,"ul",4,30,"10:52:36",1,3,74.53,68.97,68.97,"0.66",0.669,0.028,23.76,0,111.3,11.1,10,0
"663",2023-04-06,"11:01:21","hm245",0.649,"hm",1,30,"10:57:19",1,3,161.03,137.5,137.5,"0.712",0.617,0.01,60.7,0,260.9,14.7,17.8,0
"664",2023-04-06,"11:05:49","hm246",0.723,"hm",2,30,"11:01:47",1,3,153.71,141.88,141.88,"0.75",0.662,0.008,80.073,0,232.3,9.4,24.8,0
"665",2023-04-06,"11:11:00","hm247",0.735,"hm",3,30,"11:06:58",1,3,82.72,78.12,78.12,"0.766",0.713,0.02,34.987,0,116,8,14.5,0
"666",2023-04-06,"11:15:32","hm248",1.03,"hm",4,30,"11:11:30",1,3,89.02,98.28,98.28,"1.053",0.761,0.029,25.841,0,117,10.9,10.7,0
"667",2023-04-06,"11:19:55","ul245",0.466,"ul",1,30,"11:15:53",1,3,98.76,85.26,85.26,"0.768",0.564,0.018,31.682,0,175,15.7,11.1,0
"668",2023-04-06,"11:24:24","ul246",0.305,"ul",2,30,"11:20:22",1,3,99.32,89.88,89.88,"0.53",0.624,0.018,34.547,0,159.3,12.6,12.6,0
"669",2023-04-06,"11:29:22","ul247",0.463,"ul",3,30,"11:25:20",1,3,95.27,81.48,81.48,"0.73",0.592,0.018,32.446,0,161,13.6,11.8,0
"670",2023-04-06,"11:34:03","ul248",0.555,"ul",4,30,"11:30:01",1,3,121.16,108.12,108.12,"0.8",0.567,0.012,48.409,0,213.5,13.7,15.6,0
"671",2023-04-07,"8:01:26","hm205",1.184,"hm",1,24,"7:57:24",5,3,66.15,63.55,63.55,"1.173",0.942,0.055,17.102,0,70.2,8,8.7,0
"672",2023-04-07,"8:06:18","hm206",1.085,"hm",2,24,"8:02:16",5,3,50.4,55,50.45,"1.013",0.877,0.041,21.281,0,57.5,4.9,11.8,0
"673",2023-04-07,"8:10:48","hm207",0.833,"hm",3,24,"8:06:46",5,3,60.15,58.12,55.48,"0.882",0.699,0.041,16.958,0,86.1,10.8,8,0
"674",2023-04-07,"8:15:12","hm208",1.055,"hm",4,24,"8:11:10",5,3,47,45.22,45.22,"1.066",0.924,0.08,11.554,0,50.8,7.5,6.8,0
"675",2023-04-07,"8:19:57","ul205",0.373,"ul",1,24,"8:15:54",5,3,69.48,64.68,64.68,"0.563",0.661,0.019,35.141,0,105.1,6.9,15.2,0
"676",2023-04-07,"8:24:25","ul206",0.349,"ul",2,24,"8:20:23",5,3,62.55,58.14,58.14,"0.402",0.645,0.024,27.171,0,97,8,12.1,0
"677",2023-04-07,"8:29:10","ul207",0.544,"ul",3,24,"8:25:08",5,3,81.68,71.82,71.82,"0.587",0.619,0.033,18.563,0,132,18,7.3,0
"678",2023-04-07,"8:33:39","ul208",0.708,"ul",4,24,"8:29:36",5,3,82.22,71.25,71.25,"0.778",0.623,0.035,17.952,0,132,18.6,7.1,0
"679",2023-04-07,"8:38:15","hm209",0.651,"hm",1,27,"8:34:12",5,3,36.38,41.88,34.01,"1.051",0.738,0.057,13.017,0,49.3,6.4,7.7,0
"680",2023-04-07,"8:43:13","hm210",0.503,"hm",2,27,"8:39:11",5,3,39.12,53.13,39.9,"0.838",0.427,0.025,17.042,0,91.7,11.8,7.8,0
"681",2023-04-07,"8:47:47","hm211",1.006,"hm",3,27,"8:43:44",5,3,35.24,34.75,34.75,"1.036",1.037,0.049,21,0,34,2.3,14.6,0
"682",2023-04-07,"8:52:09","hm212",0.765,"hm",4,27,"8:48:07",5,3,49.48,48.12,44.17,"0.868",0.784,0.059,13.202,0,63.1,8.9,7.1,0
"683",2023-04-07,"8:56:46","ul209",0.256,"ul",1,27,"8:52:44",5,3,52.18,51.02,51.02,"0.538",0.696,0.026,26.273,0,75,5.7,13.1,0
"684",2023-04-07,"9:01:10","ul210",0.391,"ul",2,27,"8:57:07",5,3,74.52,68.4,68.4,"0.388",0.686,0.032,21.451,0,108.6,11.8,9.2,0
"685",2023-04-07,"9:05:45","ul211",0.374,"ul",3,27,"9:01:43",5,3,49.38,51.87,51.87,"0.459",0.782,0.027,28.801,0,63.2,4.1,15.4,0
"686",2023-04-07,"9:10:39","ul212",0.489,"ul",4,27,"9:06:36",5,3,74.69,67.83,67.83,"0.573",0.657,0.033,19.876,0,113.8,13.7,8.3,0
"687",2023-04-07,"9:15:04","hm213",1.048,"hm",1,27,"9:11:02",5,3,40.71,49.38,40.47,"1.136",0.931,0.057,16.36,0,43.7,4.3,10.2,0
"688",2023-04-07,"9:19:36","hm214",0.751,"hm",2,27,"9:15:34",5,3,40.53,44.46,44.46,"0.783",0.743,0.028,27.024,0,54.5,3.5,15.4,0
"689",2023-04-07,"9:24:00","hm215",0.975,"hm",3,27,"9:19:58",5,3,57.09,68.12,68.12,"1.05",0.864,0.033,26.389,0,66,4.8,13.8,0
"690",2023-04-07,"9:28:25","hm216",0.456,"hm",4,27,"9:24:23",5,3,56.85,58.38,58.38,"0.48",0.658,0.015,43.382,0,86.4,4.2,20.3,0
"691",2023-04-07,"9:32:52","ul213",0.287,"ul",1,27,"9:28:50",5,3,48.61,47.03,47.03,"0.434",0.698,0.027,26.075,0,69.7,5.2,13.4,0
"692",2023-04-07,"9:37:25","ul214",0.251,"ul",2,27,"9:33:23",5,3,85.85,79.8,79.8,"0.314",0.671,0.016,43.146,0,127.9,7.4,17.2,0
"693",2023-04-07,"9:42:11","ul215",0.402,"ul",3,27,"9:38:08",5,3,76.27,71.25,71.25,"0.43",0.67,0.018,37.018,0,113.8,7.3,15.5,0
"694",2023-04-07,"9:46:58","ul216",0.483,"ul",4,27,"9:42:55",5,3,108.89,91.98,91.98,"0.576",0.605,0.032,18.731,0,180.1,27.7,6.5,0
"695",2023-04-07,"9:51:24","hm217",0.939,"hm",1,30,"9:47:22",5,3,45.92,55.62,46.2,"1.13",0.834,0.035,23.942,0,55,4.1,13.6,0
"696",2023-04-07,"9:55:47","hm218",0.552,"hm",2,30,"9:51:45",5,3,29.12,31.25,30.82,"0.576",1.345,0.296,4.549,0.004,21.7,5.8,3.7,0
"697",2023-04-07,"9:59:50","hm219",0.777,"hm",3,30,"9:56:18",5,3,49.88,56.88,52.5,"0.835",0.733,0.022,32.745,0,68.1,4,17,0
"698",2023-04-07,"10:04:54","hm220",0.559,"hm",4,30,"10:00:51",5,3,49.84,51.24,51.24,"0.633",0.674,0.018,37.269,0,74,4,18.6,0
"699",2023-04-07,"10:09:30","ul217",0.322,"ul",1,30,"10:05:27",5,3,59.4,57.57,57.57,"0.56",0.722,0.034,21.068,0,82.3,8.2,10.1,0
"700",2023-04-07,"10:14:28","ul218",0.367,"ul",2,30,"10:10:25",5,3,79.32,73.08,73.08,"0.443",0.671,0.019,35.03,0,118.2,8.2,14.5,0
"701",2023-04-07,"10:18:52","ul219",0.465,"ul",3,30,"10:14:49",5,3,72.37,66.12,66.12,"0.556",0.661,0.025,26.819,0,109.5,9.6,11.4,0
"702",2023-04-07,"10:23:22","ul220",0.565,"ul",4,30,"10:19:19",5,3,93.94,79.38,79.38,"0.679",0.633,0.037,17.313,0,148.5,22.8,6.5,0
"703",2023-04-07,"10:28:23","hm221",0.973,"hm",1,30,"10:24:21",5,3,55.29,65.62,65.62,"1.118",0.817,0.033,24.431,0,67.7,5.3,12.7,0
"704",2023-04-07,"10:33:01","hm222",0.826,"hm",2,30,"10:28:58",5,3,58.02,60,58.38,"0.886",0.71,0.031,22.957,0,81.8,7.4,11,0
"705",2023-04-07,"10:37:45","hm223",0.983,"hm",3,30,"10:33:42",5,3,66.76,65.27,65.27,"1.065",0.79,0.04,19.517,0,84.5,9.2,9.2,0
"706",2023-04-07,"10:42:21","hm224",1.051,"hm",4,30,"10:38:19",5,3,69.3,62.89,62.89,"1.082",0.833,0.052,15.998,0,83.2,10.9,7.6,0
"707",2023-04-07,"10:46:57","ul221",0.308,"ul",1,30,"10:42:55",5,3,38.33,38.95,38.95,"0.526",0.757,0.067,11.353,0,50.6,7.6,6.7,0
"708",2023-04-07,"10:51:45","ul222",0.392,"ul",2,30,"10:47:43",5,3,81.8,73.25,73.25,"0.392",0.62,0.024,25.576,0,132,13.1,10.1,0
"709",2023-04-07,"10:56:26","ul223",0.416,"ul",3,30,"10:52:24",5,3,91.28,82.74,82.74,"0.53",0.632,0.015,43.357,0,144.4,8.7,16.5,0
"710",2023-04-07,"11:00:51","ul224",0.661,"ul",4,30,"10:56:49",5,3,73.27,66.12,66.12,"0.694",0.628,0.031,20.149,0,116.6,14,8.4,0
"711",2023-04-07,"11:05:25","hm201",0.863,"hm",1,24,"11:01:23",5,3,51.89,68.12,68.12,"1.045",0.801,0.042,19.293,0,64.8,6.3,10.2,0
"712",2023-04-07,"11:09:45","hm202",0.334,"hm",2,24,"11:05:42",5,3,66.5,66.97,66.97,"0.941",0.809,0.053,15.15,0,82.2,11.3,7.3,0
"713",2023-04-07,"11:14:28","hm203",0.806,"hm",3,24,"11:10:26",5,3,71.47,80,80,"0.827",0.711,0.02,36.046,0,100.5,6.3,15.9,0
"714",2023-04-07,"11:18:48","hm204",1.143,"hm",4,24,"11:14:46",5,3,92.99,85.5,85.5,"1.219",0.79,0.029,27.598,0,117.7,10.3,11.4,0
"715",2023-04-07,"11:23:11","ul201",0.487,"ul",1,24,"11:19:09",5,3,42.77,40.62,40.47,"1.146",0.549,0.015,36.539,0,77.9,4.4,17.9,0
"716",2023-04-07,"11:28:06","ul202",0.444,"ul",2,24,"11:24:03",5,3,83.53,74.39,74.39,"0.426",0.62,0.028,21.946,0,134.7,15.7,8.6,0
"717",2023-04-07,"11:32:33","ul203",0.499,"ul",3,24,"11:28:31",5,3,91.69,79.8,79.8,"0.607",0.601,0.025,23.888,0,152.6,17.2,8.9,0
"718",2023-04-07,"11:37:13","ul204",0.622,"ul",4,24,"11:33:11",5,3,84.72,75.6,75.6,"0.708",0.618,0.022,28.388,0,137.2,12.4,11,0
"719",2023-04-10,"7:57:11","hm229",0.886,"hm",1,24,"7:53:08",5,3,29.8,32.2,32.2,"1.075",1.004,0.06,16.858,0,29.7,2.4,12.3,0
"720",2023-04-10,"8:01:37","hm230",0.685,"hm",2,24,"7:57:35",5,3,45.08,51.88,47.46,"0.873",0.714,0.022,31.951,0,63.2,3.7,17.1,0
"721",2023-04-10,"8:06:02","hm231",0.951,"hm",3,24,"8:02:00",5,3,41.86,58.75,42.46,"0.957",0.935,0.061,15.22,0,44.8,4.8,9.4,0
"722",2023-04-10,"8:10:37","hm232",0.899,"hm",4,24,"8:06:35",5,3,44.76,50.62,46.2,"0.965",0.812,0.028,28.654,0,55.1,3.4,16.2,0
"723",2023-04-10,"8:15:29","ul229",0.402,"ul",1,24,"8:11:27",5,3,49.65,49.02,49.02,"0.571",0.675,0.029,23.397,0,73.6,6.3,11.7,0
"724",2023-04-10,"8:19:54","ul230",0.207,"ul",2,24,"8:15:51",5,3,87.91,81.9,81.9,"0.279",0.66,0.018,37.037,0,133.2,9.1,14.6,0
"725",2023-04-10,"8:24:28","ul231",0.415,"ul",3,24,"8:20:25",5,3,71.51,66.41,66.41,"0.434",0.693,0.023,30.253,0,103.2,7.8,13.2,0
"726",2023-04-10,"8:28:48","ul232",0.43,"ul",4,24,"8:24:45",5,3,65.44,61.56,61.56,"0.472",0.708,0.03,23.211,0,92.5,8.7,10.6,0
"727",2023-04-10,"8:33:13","hm233",0.826,"hm",1,27,"8:29:11",5,3,38.61,50,46.62,"1.323",0.721,0.05,14.306,0,53.5,6.5,8.2,0
"728",2023-04-10,"8:37:43","hm234",0.967,"hm",2,27,"8:33:40",5,3,41.52,48.12,42.46,"0.983",0.897,0.033,27.554,0,46.3,2.8,16.8,0
"729",2023-04-10,"8:42:07","hm235",0.871,"hm",3,27,"8:38:05",5,3,62.58,61.88,60.42,"0.854",0.804,0.028,28.21,0,77.9,5.6,13.8,0
"730",2023-04-10,"8:46:31","hm236",0.937,"hm",4,27,"8:42:29",5,3,51,55,47.12,"1.048",0.811,0.054,14.943,0,62.9,7.9,8,0
"731",2023-04-10,"8:51:29","ul233",0.413,"ul",1,27,"8:47:26",5,3,49.36,48.74,48.74,"0.443",0.75,0.037,20.107,0,65.8,6.2,10.6,0
"732",2023-04-10,"8:55:51","ul234",0.353,"ul",2,27,"8:51:49",5,3,71.58,68.46,68.46,"0.367",0.688,0.017,41.168,0,104.1,5.8,17.9,0
"733",2023-04-10,"9:00:15","ul235",0.383,"ul",3,27,"8:56:12",5,3,76.28,72.66,72.66,"0.471",0.656,0.016,40.44,0,116.2,6.9,16.8,0
"734",2023-04-10,"9:04:46","ul236",0.397,"ul",4,27,"9:00:44",5,3,91.96,81.06,81.06,"0.491",0.65,0.029,22.585,0,141.5,16.3,8.7,0
"735",2023-04-10,"9:09:18","hm237",0.938,"hm",1,27,"9:05:16",5,3,49.33,58.12,52.92,"1.319",0.704,0.017,41.818,0,70.1,3.3,21.4,0
"736",2023-04-10,"9:13:38","hm238",0.935,"hm",2,27,"9:09:35",5,3,52.58,53.75,51.02,"1.049",0.794,0.031,25.666,0,66.2,4.9,13.5,0
"737",2023-04-10,"9:18:14","hm239",0.611,"hm",3,27,"9:14:12",5,3,43.86,48.12,43.32,"0.676",0.732,0.057,12.765,0,59.9,8.6,7,0
"738",2023-04-10,"9:22:43","hm240",0.841,"hm",4,27,"9:18:41",5,3,55.41,60,55.86,"0.889",0.78,0.044,17.66,0,71,7.9,9,0
"739",2023-04-10,"9:27:19","ul237",0.304,"ul",1,27,"9:23:17",5,3,52.14,51.87,51.87,"0.384",0.792,0.058,13.657,0,65.9,9.2,7.2,0
"740",2023-04-10,"9:31:49","ul238",0.348,"ul",2,27,"9:27:47",5,3,62.04,59.56,59.56,"0.348",0.708,0.022,31.877,0,87.6,5.9,14.9,0
"741",2023-04-10,"9:36:10","ul239",0.427,"ul",3,27,"9:32:08",5,3,74.24,68.97,68.97,"0.472",0.672,0.022,31.242,0,110.4,8.3,13.3,0
"742",2023-04-10,"9:40:35","ul240",0.438,"ul",4,27,"9:36:33",5,3,68.11,62.98,62.98,"0.452",0.703,0.031,22.713,0,96.8,9.5,10.2,0
"743",2023-04-10,"9:44:59","hm241",0.809,"hm",1,30,"9:40:56",5,3,37.64,38.48,38.48,"0.918",0.75,0.033,22.92,0,50.2,3.7,13.5,0
"744",2023-04-10,"9:50:01","hm242",0.872,"hm",2,30,"9:45:58",5,3,32.99,42.5,32.77,"0.981",1.023,0.038,26.767,0,32.3,1.7,19,0
"745",2023-04-10,"9:54:23","hm243",0.909,"hm",3,30,"9:50:21",5,3,54.73,58.38,58.38,"0.911",0.798,0.024,33.36,0,68.6,4,17.2,0
"746",2023-04-10,"9:58:54","hm244",0.981,"hm",4,30,"9:54:52",5,3,47.65,44.08,44.08,"0.967",0.912,0.074,12.299,0,52.2,7.3,7.1,0
"747",2023-04-10,"9:59:50","ul241",0.244,"ul",1,30,"9:59:20",5,3,33.79,33.75,33.75,"0.283",1.068,0.176,6.058,0.002,31.6,7.3,4.3,0
"748",2023-04-10,"10:07:48","ul242",0.345,"ul",2,30,"10:03:46",5,3,71.11,66.97,66.97,"0.312",0.789,0.025,31.143,0,90.1,6.3,14.4,0
"749",2023-04-10,"10:12:15","ul243",0.415,"ul",3,30,"10:08:13",5,3,69.81,64.41,64.41,"0.42",0.707,0.033,21.502,0,98.8,10.4,9.5,0
"750",2023-04-10,"10:17:00","ul244",0.629,"ul",4,30,"10:12:58",5,3,93.68,92.91,92.91,"1.447",0.626,0.041,15.347,0,149.7,26,5.8,0
"751",2023-04-10,"10:21:25","hm245",1.104,"hm",1,30,"10:17:23",5,3,72.3,81.06,81.06,"1.126",0.838,0.027,31.275,0,86.3,5.9,14.7,0
"752",2023-04-10,"10:25:57","hm246",0.762,"hm",2,30,"10:21:54",5,3,82.06,83.75,83.75,"0.805",0.751,0.031,24.564,0,109.2,10.4,10.5,0
"753",2023-04-10,"10:30:32","hm247",1.04,"hm",3,30,"10:26:30",5,3,45.33,47.6,47.6,"0.982",0.859,0.047,18.459,0,52.8,5,10.7,0
"754",2023-04-10,"10:35:14","hm248",0.992,"hm",4,30,"10:31:11",5,3,50.18,57.5,46.62,"1.15",0.848,0.07,12.208,0,59.1,8.8,6.7,0
"755",2023-04-10,"10:39:16","ul245",0.354,"ul",1,30,"10:35:44",5,3,30.66,31.5,31.5,"0.419",0.938,0.185,5.068,0.004,32.7,9.2,3.6,0
"756",2023-04-10,"10:44:23","ul246",0.31,"ul",2,30,"10:40:21",5,3,59.73,57.29,57.29,"0.285",0.78,0.032,24.607,0,76.5,6.3,12.1,0
"757",2023-04-10,"10:48:58","ul247",0.365,"ul",3,30,"10:44:55",5,3,67.51,68.11,68.11,"0.416",0.648,0.024,27.066,0,104.2,8.9,11.8,0
"758",2023-04-10,"10:53:57","ul248",0.424,"ul",4,30,"10:49:55",5,3,78.7,71.82,71.82,"0.526",0.684,0.02,34.233,0,115,8.1,14.3,0
"759",2023-04-10,"10:58:47","hm225",0.926,"hm",1,24,"10:54:44",5,3,59.03,59.28,59.28,"0.949",0.788,0.025,31.961,0,74.9,4.7,15.9,0
"760",2023-04-10,"11:03:26","hm226",0.568,"hm",2,24,"10:59:24",5,3,77.99,78.12,78.12,"0.75",0.517,0.013,39.499,0,150.9,10.2,14.8,0
"761",2023-04-10,"11:07:45","hm227",0.892,"hm",3,24,"11:03:43",5,3,88.95,86.94,86.94,"0.969",0.674,0.015,44.025,0,131.9,7.6,17.4,0
"762",2023-04-10,"11:12:16","hm228",0.754,"hm",4,24,"11:08:14",5,3,111.09,103.12,103.12,"0.913",0.634,0.018,34.84,0,175.1,14.3,12.2,0
"763",2023-04-10,"11:16:51","ul225",0.221,"ul",1,24,"11:12:48",5,3,31.56,31.64,31.64,"0.603",0.618,0.036,17.352,0,51,5,10.2,0
"764",2023-04-10,"11:21:09","ul226",0.339,"ul",2,24,"11:17:07",5,3,70.73,66.97,66.97,"0.353",0.652,0.022,30.257,0,108.5,8.4,12.9,0
"765",2023-04-10,"11:25:39","ul227",0.353,"ul",3,24,"11:21:36",5,3,81.88,76.86,76.86,"0.45",0.629,0.015,41.116,0,130.2,8,16.3,0
"766",2023-04-10,"11:30:29","ul228",0.608,"ul",4,24,"11:26:26",5,3,87.98,81.06,81.06,"0.831",0.587,0.014,42.673,0,149.8,9.4,16,0
"767",2023-04-11,"7:56:22","hm213",0.897,"hm",1,27,"7:52:20",9,3,34.29,41.25,37.05,"1.026",1.006,0.072,13.988,0,34.1,3.5,9.7,0
"768",2023-04-11,"8:00:54","hm214",0.745,"hm",2,27,"7:56:52",9,3,33.35,36.25,35.72,"0.825",0.79,0.033,24.127,0,42.2,2.8,15.3,0
"769",2023-04-11,"8:05:56","hm215",0.486,"hm",3,27,"8:01:53",9,3,40.22,42.5,39.05,"0.53",0.657,0.01,67.865,0,61.2,1.7,36.8,0
"770",2023-04-11,"8:10:18","hm216",0.597,"hm",4,27,"8:06:16",9,3,50.42,47.31,47.31,"0.702",0.69,0.032,21.276,0,73.1,6.8,10.7,0
"771",2023-04-11,"8:16:00","ul213",0.28,"ul",1,27,"8:11:57",9,3,28.3,28.69,28.69,"0.347",0.713,0.084,8.537,0,39.7,7.1,5.6,0
"772",2023-04-11,"8:20:27","ul214",0.288,"ul",2,27,"8:16:25",9,3,49.34,47.88,47.88,"0.316",0.709,0.031,23.218,0,69.5,5.8,11.9,0
"773",2023-04-11,"8:25:02","ul215",0.286,"ul",3,27,"8:21:00",9,3,50.08,48.83,48.83,"0.266",0.723,0.033,22.168,0,69.2,6.1,11.4,0
"774",2023-04-11,"8:29:23","ul216",0.343,"ul",4,27,"8:25:20",9,3,52.48,52.73,52.73,"0.464",0.692,0.027,25.315,0,75.8,6,12.5,0
"775",2023-04-11,"8:33:52","hm217",0.515,"hm",1,30,"8:29:50",9,3,31.06,38.12,29.83,"0.928",0.615,0.023,26.997,0,50.5,3.2,15.9,0
"776",2023-04-11,"8:38:47","hm218",0.69,"hm",2,30,"8:34:45",9,3,39.7,45,38.76,"0.829",0.764,0.011,66.922,0,52,1.3,38.9,0
"777",2023-04-11,"8:43:20","hm219",0.801,"hm",3,30,"8:39:18",9,3,46.95,47.46,47.46,"0.927",0.74,0.028,26.877,0,63.5,4.4,14.3,0
"778",2023-04-11,"8:47:39","hm220",0.455,"hm",4,30,"8:43:36",9,3,61.07,58.99,58.99,"0.531",0.62,0.014,45.546,0,98.5,4.9,20.2,0
