Column 1,Date,Specimen ID,uid,alpha_est,alpha_stderr,alpha_t,alpha_p,ek_est,ek_stderr,ek_t,ek_p,rETRmax,plant ID,ETRmax,Treatment,Species,RLC Day,Lanai Side,Temperature (°C),specific growth rate,run,lunar phase
292,2021-09-30,hm1-4,2021-09-30_hm1-4,0.618,0.04,15.294,0,110.6,8.8,12.6,0,72.16,hm1,30.31,5-11‰,hm,1,E,30,,2,IV
293,2021-09-30,ul1-1,2021-09-30_ul1-1,0.788,0.103,7.644,0,135.9,22.3,6.1,0,112.56,ul1,47.28,2-35‰,ul,1,E,30,,2,IV
294,2021-09-30,ul1-2,2021-09-30_ul1-2,0.777,0.099,7.85,0,104.2,16,6.5,0,88.2,ul1,37.04,3-28‰,ul,1,E,30,,2,IV
295,2021-09-30,ul1-3,2021-09-30_ul1-3,0.851,0.097,8.755,0,90.6,12.3,7.4,0,82.32,ul1,34.57,4-18‰,ul,1,E,30,,2,IV
296,2021-09-30,ul1-4,2021-09-30_ul1-4,1.116,0.849,1.314,0.237,39.1,32.3,1.2,0.3,57.57,ul1,24.18,5-11‰,ul,1,E,30,,2,IV
297,2021-09-30,hm2-1,2021-09-30_hm2-1,0.897,0.155,5.804,0.001,80.5,16.2,5,0,84.46,hm2,35.47,2-35‰,hm,1,E,30,,2,IV
298,2021-09-30,hm2-2,2021-09-30_hm2-2,0.573,0.045,12.88,0,151.8,15.1,10.1,0,91.84,hm2,38.57,3-28‰,hm,1,E,30,,2,IV
299,2021-09-30,hm2-3,2021-09-30_hm2-3,0.522,0.057,9.141,0,134,18.4,7.3,0,77.9,hm2,32.72,4-18‰,hm,1,E,30,,2,IV
300,2021-09-30,hm2-4,2021-09-30_hm2-4,0.558,0.048,11.576,0,167.6,18.9,8.8,0,100.86,hm2,42.36,5-11‰,hm,1,E,30,,2,IV
301,2021-09-30,ul2-1,2021-09-30_ul2-1,0.716,0.11,6.533,0.001,91.1,16.5,5.5,0,70.68,ul2,29.69,2-35‰,ul,1,E,30,,2,IV
302,2021-09-30,ul2-2,2021-09-30_ul2-2,0.691,0.046,15.021,0,157.1,13.5,11.6,0,107.1,ul2,44.98,3-28‰,ul,1,E,30,,2,IV
303,2021-09-30,ul2-3,2021-09-30_ul2-3,0.673,0.032,21.314,0,138.5,8.2,16.9,0,92.66,ul2,38.92,4-18‰,ul,1,E,30,,2,IV
304,2021-09-30,ul2-4,2021-09-30_ul2-4,0.728,0.074,9.894,0,110.4,13.6,8.1,0,83.58,ul2,35.1,5-11‰,ul,1,E,30,,2,IV
305,2021-09-30,hm3-1,2021-09-30_hm3-1,0.62,0.046,13.612,0,159.3,15.1,10.5,0,99.96,hm3,41.98,2-35‰,hm,1,E,27,,2,IV
306,2021-09-30,hm3-2,2021-09-30_hm3-2,0.565,0.023,24.754,0,186.5,10.1,18.4,0,102.5,hm3,43.05,3-28‰,hm,1,E,27,,2,IV
307,2021-09-30,hm3-3,2021-09-30_hm3-3,0.641,0.051,12.479,0,162.9,17,9.6,0,109.06,hm3,45.81,4-18‰,hm,1,E,27,,2,IV
308,2021-09-30,hm3-4,2021-09-30_hm3-4,0.644,0.093,6.891,0,134.8,24.5,5.5,0,92.66,hm3,38.92,5-11‰,hm,1,E,27,,2,IV
309,2021-09-30,ul3-1,2021-09-30_ul3-1,0.749,0.108,6.92,0,99.6,17.3,5.8,0,80.22,ul3,33.69,2-35‰,ul,1,E,27,,2,IV
310,2021-09-30,ul3-2,2021-09-30_ul3-2,0.659,0.059,11.171,0,97.7,10.5,9.3,0,68.04,ul3,28.58,3-28‰,ul,1,E,27,,2,IV
311,2021-09-30,ul3-3,2021-09-30_ul3-3,0.751,0.117,6.441,0.001,102.9,19.2,5.3,0,84.42,ul3,35.46,4-18‰,ul,1,E,27,,2,IV
312,2021-09-30,ul3-4,2021-09-30_ul3-4,0.717,0.087,8.277,0,108.7,15.9,6.8,0,83.58,ul3,35.1,5-11‰,ul,1,E,27,,2,IV
313,2021-09-30,hm4-1,2021-09-30_hm4-1,0.533,0.038,14.045,0,152.5,13.9,11,0,86.92,hm4,36.51,2-35‰,hm,1,E,27,,2,IV
314,2021-09-30,hm4-2,2021-09-30_hm4-2,0.638,0.08,7.932,0,135.9,21.5,6.3,0,99.22,hm4,41.67,3-28‰,hm,1,E,27,,2,IV
315,2021-09-30,hm4-3,2021-09-30_hm4-3,0.405,0.099,4.095,0.006,178.7,58,3.1,0,91.84,hm4,38.57,4-18‰,hm,1,E,27,,2,IV
316,2021-09-30,hm4-4,2021-09-30_hm4-4,0.481,0.059,8.084,0,137,21.3,6.4,0,72.16,hm4,30.31,5-11‰,hm,1,E,27,,2,IV
317,2021-09-30,hm5-1,2021-09-30_hm5-1,0.507,0.041,12.464,0,149.9,15.4,9.8,0,82.82,hm5,34.78,2-35‰,hm,1,E,20,,2,IV
318,2021-09-30,hm5-2,2021-09-30_hm5-2,0.239,0.029,8.368,0,238.7,41.3,5.8,0,61.5,hm5,25.83,3-28‰,hm,1,E,20,,2,IV
319,2021-09-30,hm5-3,2021-09-30_hm5-3,0.105,0.04,2.634,0.039,354.1,230.8,1.5,0.2,42.64,hm5,17.91,4-18‰,hm,1,E,20,,2,IV
320,2021-09-30,hm5-4,2021-09-30_hm5-4,0.331,0.027,12.365,0,235.7,27.5,8.6,0,82,hm5,34.44,5-11‰,hm,1,E,20,,2,IV
321,2021-09-30,hm6-1,2021-09-30_hm6-1,0.886,0.09,9.818,0,141.4,18.2,7.8,0,131.2,hm6,55.1,2-35‰,hm,1,E,20,,2,IV
322,2021-09-30,hm6-2,2021-09-30_hm6-2,0.804,0.091,8.853,0,111.5,15.3,7.3,0,97.58,hm6,40.98,3-28‰,hm,1,E,20,,2,IV
323,2021-09-30,hm6-3,2021-09-30_hm6-3,0.998,0.182,5.486,0.002,95,20.6,4.6,0,103.74,hm6,43.57,4-18‰,hm,1,E,20,,2,IV
324,2021-09-30,hm6-4,2021-09-30_hm6-4,0.855,0.107,7.984,0,93.8,14,6.7,0,84.93,hm6,35.67,5-11‰,hm,1,E,20,,2,IV
325,2021-09-30,ul4-1,2021-09-30_ul4-1,0.762,0.108,7.049,0,85.6,14.3,6,0,70.14,ul4,29.46,2-35‰,ul,1,E,27,,2,IV
326,2021-09-30,ul4-2,2021-09-30_ul4-2,0.798,0.067,11.863,0,127.1,13.3,9.6,0,104.58,ul4,43.92,3-28‰,ul,1,E,27,,2,IV
327,2021-09-30,ul4-3,2021-09-30_ul4-3,0.705,0.087,8.105,0,119.4,18.1,6.6,0,88.62,ul4,37.22,4-18‰,ul,1,E,27,,2,IV
328,2021-09-30,ul4-4,2021-09-30_ul4-4,0.791,0.132,6.014,0.001,112,22.7,4.9,0,97.86,ul4,41.1,5-11‰,ul,1,E,27,,2,IV
329,2021-09-30,ul5-1,2021-09-30_ul5-1,1.02,0.325,3.137,0.02,59.7,21.5,2.8,0,72.11,ul5,30.29,2-35‰,ul,1,E,20,,2,IV
330,2021-09-30,ul5-3,2021-09-30_ul5-3,0.793,0.122,6.505,0.001,100.5,18.5,5.4,0,85.5,ul5,35.91,4-18‰,ul,1,E,20,,2,IV
331,2021-09-30,ul5-4,2021-09-30_ul5-4,0.946,0.279,3.394,0.015,63.4,21.3,3,0,69.54,ul5,29.21,5-11‰,ul,1,E,20,,2,IV
332,2021-09-30,ul6-1,2021-09-30_ul6-1,0.798,0.143,5.565,0.001,78.8,16.5,4.8,0,69.54,ul6,29.21,2-35‰,ul,1,E,20,,2,IV
333,2021-09-30,ul6-2,2021-09-30_ul6-2,0.836,0.103,8.133,0,101,14.9,6.8,0,89.46,ul6,37.57,3-28‰,ul,1,E,20,,2,IV
334,2021-09-30,ul6-3,2021-09-30_ul6-3,0.935,0.337,2.77,0.032,57.8,23.5,2.5,0,65.84,ul6,27.65,4-18‰,ul,1,E,20,,2,IV
335,2021-09-30,ul6-4,2021-09-30_ul6-4,0.968,0.401,2.413,0.052,55.2,25.7,2.1,0.1,65.55,ul6,27.53,5-11‰,ul,1,E,20,,2,IV
336,2021-09-30,ul5-2,2021-09-30_ul5-2,0.926,0.231,4.012,0.007,73,21,3.5,0,78.66,ul5,33.04,3-28‰,ul,1,E,20,,2,IV
337,2021-10-01,hm1-1,2021-10-01_hm1-1,0.734,0.103,7.092,0,71.3,11.6,6.1,0,59.86,hm1,25.14,2-35‰,hm,1,D,20,,2,IV
338,2021-10-01,hm1-2,2021-10-01_hm1-2,0.942,0.361,2.606,0.04,49.7,21.2,2.3,0.1,63.14,hm1,26.52,3-28‰,hm,1,D,20,,2,IV
339,2021-10-01,hm1-3,2021-10-01_hm1-3,0.54,0.043,12.477,0,107.1,10.4,10.3,0,60.06,hm1,25.23,4-18‰,hm,1,D,20,,2,IV
340,2021-10-01,hm1-4,2021-10-01_hm1-4,0.492,0.096,5.122,0.002,156,39.2,4,0,93.48,hm1,39.26,5-11‰,hm,1,D,20,,2,IV
341,2021-10-01,ul1-1,2021-10-01_ul1-1,0.8,0.223,3.585,0.012,75.9,24.6,3.1,0,71.25,ul1,29.92,2-35‰,ul,1,D,20,,2,IV
342,2021-10-01,ul1-2,2021-10-01_ul1-2,0.654,0.049,13.377,0,137.2,12.9,10.6,0,90.3,ul1,37.93,3-28‰,ul,1,D,20,,2,IV
343,2021-10-01,ul1-3,2021-10-01_ul1-3,0.795,0.133,5.988,0.001,90,17.8,5.1,0,77.7,ul1,32.63,4-18‰,ul,1,D,20,,2,IV
344,2021-10-01,ul1-4,2021-10-01_ul1-4,0.819,0.122,6.716,0.001,79.4,13.8,5.8,0,70.98,ul1,29.81,5-11‰,ul,1,D,20,,2,IV
345,2021-10-01,hm2-1,2021-10-01_hm2-1,0.614,0.052,11.883,0,129.1,13.5,9.5,0,86.1,hm2,36.16,2-35‰,hm,1,D,20,,2,IV
346,2021-10-01,hm2-2,2021-10-01_hm2-2,0.621,0.039,15.849,0,121.9,9.5,12.9,0,80.36,hm2,33.75,3-28‰,hm,1,D,20,,2,IV
347,2021-10-01,hm2-3,2021-10-01_hm2-3,0.609,0.065,9.33,0,120,15.8,7.6,0,80.36,hm2,33.75,4-18‰,hm,1,D,20,,2,IV
348,2021-10-01,hm2-4,2021-10-01_hm2-4,0.517,0.102,5.054,0.002,104,24.8,4.2,0,66.42,hm2,27.9,5-11‰,hm,1,D,20,,2,IV
349,2021-10-01,ul2-1,2021-10-01_ul2-1,0.808,0.185,4.373,0.005,69.7,18.4,3.8,0,63.55,ul2,26.69,2-35‰,ul,1,D,20,,2,IV
350,2021-10-01,ul2-2,2021-10-01_ul2-2,0.947,0.307,3.082,0.022,55.7,20.3,2.7,0,62.98,ul2,26.45,3-28‰,ul,1,D,20,,2,IV
351,2021-10-01,ul2-3,2021-10-01_ul2-3,0.758,0.11,6.912,0,94.1,16.2,5.8,0,77.7,ul2,32.63,4-18‰,ul,1,D,20,,2,IV
352,2021-10-01,ul2-4,2021-10-01_ul2-4,1.285,1.284,1,0.356,28.9,30.4,1,0.4,46.93,ul2,19.71,5-11‰,ul,1,D,20,,2,IV
353,2021-10-01,hm3-1,2021-10-01_hm3-1,0.519,0.061,8.537,0,104.9,14.8,7.1,0,58.38,hm3,24.52,2-35‰,hm,1,D,27,,2,IV
354,2021-10-01,hm3-2,2021-10-01_hm3-2,0.549,0.055,9.97,0,127.8,15.9,8,0,77.08,hm3,32.37,3-28‰,hm,1,D,27,,2,IV
355,2021-10-01,hm3-3,2021-10-01_hm3-3,0.514,0.023,22.099,0,123.2,6.9,17.9,0,66.42,hm3,27.9,4-18‰,hm,1,D,27,,2,IV
356,2021-10-01,hm3-4,2021-10-01_hm3-4,0.408,0.022,18.534,0,220.6,16.8,13.1,0,92.66,hm3,38.92,5-11‰,hm,1,D,27,,2,IV
357,2021-10-01,ul3-1,2021-10-01_ul3-1,0.848,0.225,3.763,0.009,62.7,19,3.3,0,60.7,ul3,25.49,2-35‰,ul,1,D,27,,2,IV
358,2021-10-01,ul3-2,2021-10-01_ul3-2,0.77,0.156,4.935,0.003,76.3,18,4.2,0,65.94,ul3,27.69,3-28‰,ul,1,D,27,,2,IV
359,2021-10-01,ul3-3,2021-10-01_ul3-3,0.723,0.123,5.861,0.001,80.8,16.1,5,0,63.84,ul3,26.81,4-18‰,ul,1,D,27,,2,IV
360,2021-10-01,ul3-4,2021-10-01_ul3-4,0.789,0.219,3.608,0.011,59.3,18.6,3.2,0,54.15,ul3,22.74,5-11‰,ul,1,D,27,,2,IV
361,2021-10-01,hm4-1,2021-10-01_hm4-1,0.877,0.109,8.053,0,51.8,7.2,7.2,0,49.98,hm4,20.99,2-35‰,hm,1,D,27,,2,IV
362,2021-10-01,hm4-2,2021-10-01_hm4-2,0.592,0.1,5.924,0.001,90.3,18.1,5,0,64.78,hm4,27.21,3-28‰,hm,1,D,27,,2,IV
363,2021-10-01,hm4-3,2021-10-01_hm4-3,0.753,0.144,5.226,0.002,80.9,18.1,4.5,0,74.62,hm4,31.34,4-18‰,hm,1,D,27,,2,IV
364,2021-10-01,hm4-4,2021-10-01_hm4-4,0.75,0.177,4.236,0.005,59.6,15.9,3.7,0,50.02,hm4,21.01,5-11‰,hm,1,D,27,,2,IV
365,2021-10-01,ul4-1,2021-10-01_ul4-1,0.805,0.155,5.191,0.002,69,15.3,4.5,0,61.84,ul4,25.97,2-35‰,ul,1,D,27,,2,IV
366,2021-10-01,ul4-2,2021-10-01_ul4-2,0.949,0.234,4.064,0.007,60.8,17,3.6,0,65.55,ul4,27.53,3-28‰,ul,1,D,27,,2,IV
367,2021-10-01,ul4-3,2021-10-01_ul4-3,0.849,0.143,5.935,0.001,72.1,14,5.1,0,67.55,ul4,28.37,4-18‰,ul,1,D,27,,2,IV
368,2021-10-01,ul4-4,2021-10-01_ul4-4,0.804,0.096,8.401,0,97,13.8,7,0,83.58,ul4,35.1,5-11‰,ul,1,D,27,,2,IV
369,2021-10-01,hm5-1,2021-10-01_hm5-1,0.714,0.111,6.455,0.001,69.5,12.4,5.6,0,54.94,hm5,23.07,2-35‰,hm,1,D,30,,2,IV
370,2021-10-01,hm5-2,2021-10-01_hm5-2,0.591,0.06,9.909,0,114.8,14.2,8.1,0,73.8,hm5,31,3-28‰,hm,1,D,30,,2,IV
371,2021-10-01,hm5-3,2021-10-01_hm5-3,0.64,0.038,16.998,0,88.2,6.1,14.4,0,59.86,hm5,25.14,4-18‰,hm,1,D,30,,2,IV
372,2021-10-01,hm5-4,2021-10-01_hm5-4,0.481,0.035,13.659,0,127.6,11.6,11,0,66.42,hm5,27.9,5-11‰,hm,1,D,30,,2,IV
373,2021-10-01,ul5-1,2021-10-01_ul5-1,0.82,0.232,3.537,0.012,68.3,22.2,3.1,0,65.27,ul5,27.41,2-35‰,ul,1,D,30,,2,IV
374,2021-10-01,ul5-2,2021-10-01_ul5-2,0.714,0.077,9.239,0,114.6,15.2,7.6,0,86.52,ul5,36.34,3-28‰,ul,1,D,30,,2,IV
375,2021-10-01,ul5-3,2021-10-01_ul5-3,0.72,0.089,8.064,0,92.1,13.6,6.8,0,71.82,ul5,30.16,4-18‰,ul,1,D,30,,2,IV
376,2021-10-01,ul5-4,2021-10-01_ul5-4,1.299,1.153,1.127,0.303,32,30.2,1.1,0.3,52.25,ul5,21.95,5-11‰,ul,1,D,30,,2,IV
377,2021-10-01,hm6-1,2021-10-01_hm6-1,0.361,0.083,4.358,0.005,146.5,42.8,3.4,0,66.42,hm6,27.9,2-35‰,hm,1,D,30,,2,IV
378,2021-10-01,hm6-2,2021-10-01_hm6-2,0.356,0.054,6.631,0.001,163.2,32,5.1,0,67.24,hm6,28.24,3-28‰,hm,1,D,30,,2,IV
379,2021-10-01,hm6-3,2021-10-01_hm6-3,0.432,0.111,3.894,0.008,144.2,47,3.1,0,80.36,hm6,33.75,4-18‰,hm,1,D,30,,2,IV
380,2021-10-01,hm6-4,2021-10-01_hm6-4,0.42,0.052,8.057,0,157.3,25.2,6.2,0,75.44,hm6,31.68,5-11‰,hm,1,D,30,,2,IV
381,2021-10-01,ul6-1,2021-10-01_ul6-1,0.934,0.417,2.241,0.066,50,24.8,2,0.1,56.72,ul6,23.82,2-35‰,ul,1,D,30,,2,IV
382,2021-10-01,ul6-2,2021-10-01_ul6-2,0.857,0.249,3.442,0.014,56.4,18.4,3.1,0,56.43,ul6,23.7,3-28‰,ul,1,D,30,,2,IV
383,2021-10-01,ul6-3,2021-10-01_ul6-3,0.917,0.235,3.907,0.008,50.5,14.4,3.5,0,52.73,ul6,22.15,4-18‰,ul,1,D,30,,2,IV
384,2021-10-01,ul6-4,2021-10-01_ul6-4,0.803,0.133,6.056,0.001,74.8,14.3,5.2,0,66.12,ul6,27.77,5-11‰,ul,1,D,30,,2,IV
385,2021-10-04,hm6-1,2021-10-04_hm6-1,0.759,0.112,6.778,0.001,113.3,20.4,5.6,0,100.04,hm6,42.02,2-35‰,hm,5,E,20,,2,I
386,2021-10-04,hm6-2,2021-10-04_hm6-2,1,0.209,4.786,0.003,80.7,19.7,4.1,0,91.84,hm6,38.57,3-28‰,hm,5,E,20,,2,I
387,2021-10-04,hm6-3,2021-10-04_hm6-3,1.019,0.185,5.499,0.002,69.5,14.5,4.8,0,77.08,hm6,32.37,4-18‰,hm,5,E,20,,2,I
388,2021-10-04,hm6-4,2021-10-04_hm6-4,1.176,0.319,3.685,0.01,48.4,14.5,3.3,0,62.13,hm6,26.09,5-11‰,hm,5,E,20,,2,I
389,2021-10-04,ul6-1,2021-10-04_ul6-1,0.869,0.236,3.69,0.01,67.1,20.8,3.2,0,68.4,ul6,28.73,2-35‰,ul,5,E,20,,2,I
390,2021-10-04,ul6-2,2021-10-04_ul6-2,0.918,0.318,2.886,0.028,60,23.5,2.5,0,67.26,ul6,28.25,3-28‰,ul,5,E,20,,2,I
391,2021-10-04,ul6-3,2021-10-04_ul6-3,0.913,0.224,4.077,0.007,66.7,18.7,3.6,0,69.25,ul6,29.08,4-18‰,ul,5,E,20,,2,I
392,2021-10-04,ul6-4,2021-10-04_ul6-4,0.863,0.196,4.41,0.005,73.3,19.2,3.8,0,71.25,ul6,29.92,5-11‰,ul,5,E,20,,2,I
393,2021-10-04,hm1-1,2021-10-04_hm1-1,0.495,0.104,4.739,0.003,97.2,24.5,4,0,60.68,hm1,25.49,2-35‰,hm,5,E,30,,2,I
394,2021-10-04,hm1-2,2021-10-04_hm1-2,0.647,0.141,4.599,0.004,61.8,15.3,4,0,48.38,hm1,20.32,3-28‰,hm,5,E,30,,2,I
395,2021-10-04,hm1-3,2021-10-04_hm1-3,0.758,0.126,6.027,0.001,67.8,12.9,5.3,0,59.86,hm1,25.14,4-18‰,hm,5,E,30,,2,I
396,2021-10-04,hm1-4,2021-10-04_hm1-4,0.678,0.245,2.762,0.033,69.2,28.8,2.4,0.1,64.78,hm1,27.21,5-11‰,hm,5,E,30,,2,I
397,2021-10-04,ul1-1,2021-10-04_ul1-1,0.925,0.232,3.978,0.007,62.5,17.9,3.5,0,66.41,ul1,27.89,2-35‰,ul,5,E,30,,2,I
398,2021-10-04,ul1-2,2021-10-04_ul1-2,1.166,0.607,1.922,0.103,41.4,23.5,1.8,0.1,58.99,ul1,24.78,3-28‰,ul,5,E,30,,2,I
399,2021-10-04,ul1-3,2021-10-04_ul1-3,0.84,0.14,6.019,0.001,89.6,17.6,5.1,0,83.58,ul1,35.1,4-18‰,ul,5,E,30,,2,I
400,2021-10-04,ul1-4,2021-10-04_ul1-4,0.958,0.402,2.384,0.055,48.1,22.4,2.2,0.1,55.58,ul1,23.34,5-11‰,ul,5,E,30,,2,I
401,2021-10-04,hm2-1,2021-10-04_hm2-1,0.682,0.078,8.769,0,89.3,12.1,7.4,0,69.7,hm2,29.27,2-35‰,hm,5,E,30,,2,I
402,2021-10-04,hm2-2,2021-10-04_hm2-2,0.457,0.067,6.774,0.001,90,15.7,5.7,0,46.74,hm2,19.63,3-28‰,hm,5,E,30,,2,I
403,2021-10-04,hm2-3,2021-10-04_hm2-3,0.884,0.471,1.875,0.11,47.8,28.2,1.7,0.1,61.5,hm2,25.83,4-18‰,hm,5,E,30,,2,I
404,2021-10-04,hm2-4,2021-10-04_hm2-4,0.743,0.219,3.396,0.015,70.4,23.9,2.9,0,58.22,hm2,24.45,5-11‰,hm,5,E,30,,2,I
405,2021-10-04,ul2-1,2021-10-04_ul2-1,2.679,45.811,0.058,0.955,12.1,208.2,0.1,1,43.13,ul2,18.11,2-35‰,ul,5,E,30,,2,I
406,2021-10-04,ul2-2,2021-10-04_ul2-2,0.87,0.152,5.708,0.001,80.2,16.4,4.9,0,76.95,ul2,32.32,3-28‰,ul,5,E,30,,2,I
407,2021-10-04,ul2-3,2021-10-04_ul2-3,0.747,0.062,11.99,0,114.8,11.7,9.8,0,90.3,ul2,37.93,4-18‰,ul,5,E,30,,2,I
408,2021-10-04,ul2-4,2021-10-04_ul2-4,0.802,0.189,4.255,0.005,75.8,20.7,3.7,0,69.25,ul2,29.08,5-11‰,ul,5,E,30,,2,I
409,2021-10-04,hm3-1,2021-10-04_hm3-1,0.658,0.065,10.079,0,102.6,12.2,8.4,0,75.44,hm3,31.68,2-35‰,hm,5,E,27,,2,I
410,2021-10-04,hm3-2,2021-10-04_hm3-2,0.571,0.081,7.047,0,96.2,16.3,5.9,0,63.96,hm3,26.86,3-28‰,hm,5,E,27,,2,I
411,2021-10-04,hm3-3,2021-10-04_hm3-3,0.897,0.188,4.783,0.003,65.3,15.6,4.2,0,69.7,hm3,29.27,4-18‰,hm,5,E,27,,2,I
412,2021-10-04,hm3-4,2021-10-04_hm3-4,0.648,0.096,6.772,0.001,103.3,18.4,5.6,0,73.08,hm3,30.69,5-11‰,hm,5,E,27,,2,I
413,2021-10-04,ul3-1,2021-10-04_ul3-1,1.703,4.188,0.407,0.698,21.7,54.8,0.4,0.7,49.02,ul3,20.59,2-35‰,ul,5,E,27,,2,I
414,2021-10-04,ul3-2,2021-10-04_ul3-2,1.096,0.602,1.822,0.118,45.3,27.3,1.7,0.1,62.7,ul3,26.33,3-28‰,ul,5,E,27,,2,I
415,2021-10-04,ul3-3,2021-10-04_ul3-3,0.73,0.076,9.608,0,135.2,17.6,7.7,0,103.32,ul3,43.39,4-18‰,ul,5,E,27,,2,I
416,2021-10-04,ul3-4,2021-10-04_ul3-4,0.798,0.131,6.071,0.001,78.5,15.1,5.2,0,68.11,ul3,28.61,5-11‰,ul,5,E,27,,2,I
417,2021-10-04,hm4-1,2021-10-04_hm4-1,0.598,0.062,9.609,0,97.4,12.1,8,0,61.5,hm4,25.83,2-35‰,hm,5,E,27,,2,I
418,2021-10-04,hm4-2,2021-10-04_hm4-2,0.757,0.16,4.725,0.003,60.7,14.6,4.2,0,55.76,hm4,23.42,3-28‰,hm,5,E,27,,2,I
419,2021-10-04,hm4-3,2021-10-04_hm4-3,0.729,0.11,6.625,0.001,72.9,12.7,5.7,0,61.32,hm4,25.75,4-18‰,hm,5,E,27,,2,I
420,2021-10-04,hm4-4,2021-10-04_hm4-4,0.576,0.041,13.938,0,143.9,13.1,11,0,86.92,hm4,36.51,5-11‰,hm,5,E,27,,2,I
421,2021-10-04,ul4-1,2021-10-04_ul4-1,1.246,0.746,1.67,0.146,39.4,25.6,1.5,0.2,60.99,ul4,25.62,2-35‰,ul,5,E,27,,2,I
422,2021-10-04,ul4-2,2021-10-04_ul4-2,0.957,0.345,2.775,0.032,57.7,23.5,2.5,0,65.84,ul4,27.65,3-28‰,ul,5,E,27,,2,I
423,2021-10-04,ul4-3,2021-10-04_ul4-3,0.829,0.146,5.668,0.001,75.2,15.4,4.9,0,68.11,ul4,28.61,4-18‰,ul,5,E,27,,2,I
424,2021-10-04,ul4-4,2021-10-04_ul4-4,0.841,0.116,7.262,0,95.2,15.6,6.1,0,84.84,ul4,35.63,5-11‰,ul,5,E,27,,2,I
425,2021-10-04,hm5-1,2021-10-04_hm5-1,0.815,0.04,20.15,0,99.3,5.9,16.8,0,81.18,hm5,34.1,2-35‰,hm,5,E,20,,2,I
426,2021-10-04,hm5-2,2021-10-04_hm5-2,0.521,0.047,11.069,0,126.6,14.2,8.9,0,72.98,hm5,30.65,3-28‰,hm,5,E,20,,2,I
427,2021-10-04,hm5-3,2021-10-04_hm5-3,0.693,0.092,7.502,0,123.8,20.4,6.1,0,92.66,hm5,38.92,4-18‰,hm,5,E,20,,2,I
428,2021-10-04,hm5-4,2021-10-04_hm5-4,0.727,0.121,6.005,0.001,91.8,18.2,5.1,0,72.67,hm5,30.52,5-11‰,hm,5,E,20,,2,I
429,2021-10-04,ul5-1,2021-10-04_ul5-1,1.145,0.976,1.173,0.285,36.5,33.4,1.1,0.3,53.87,ul5,22.63,2-35‰,ul,5,E,20,,2,I
430,2021-10-04,ul5-2,2021-10-04_ul5-2,0.836,0.189,4.423,0.004,79.3,20.9,3.8,0,74.76,ul5,31.4,3-28‰,ul,5,E,20,,2,I
431,2021-10-04,ul5-3,2021-10-04_ul5-3,0.817,0.196,4.179,0.006,79.4,22.2,3.6,0,73.81,ul5,31,4-18‰,ul,5,E,20,,2,I
432,2021-10-04,ul5-4,2021-10-04_ul5-4,0.795,0.128,6.236,0.001,87.1,16.5,5.3,0,74.76,ul5,31.4,5-11‰,ul,5,E,20,,2,I
433,2021-10-05,hm2-1,2021-10-05_hm2-1,1.095,0.199,5.507,0.002,52.6,10.7,4.9,0,63.65,hm2,26.73,2-35‰,hm,5,D,20,,2,I
434,2021-10-05,hm2-2,2021-10-05_hm2-2,0.619,0.077,8.036,0,96.4,14.3,6.7,0,66.42,hm2,27.9,3-28‰,hm,5,D,20,,2,I
435,2021-10-05,hm2-3,2021-10-05_hm2-3,0.916,0.071,12.944,0,68.8,6.1,11.3,0,67.24,hm2,28.24,4-18‰,hm,5,D,20,,2,I
436,2021-10-05,hm2-4,2021-10-05_hm2-4,0.718,0.156,4.612,0.004,109.1,28.7,3.8,0,99.22,hm2,41.67,5-11‰,hm,5,D,20,,2,I
437,2021-10-05,ul2-1,2021-10-05_ul2-1,0.793,0.271,2.924,0.026,60.2,23.3,2.6,0,58.14,ul2,24.42,2-35‰,ul,5,D,20,,2,I
438,2021-10-05,ul2-2,2021-10-05_ul2-2,1.081,0.651,1.661,0.148,40.2,26.3,1.5,0.2,54.44,ul2,22.86,3-28‰,ul,5,D,20,,2,I
439,2021-10-05,ul2-3,2021-10-05_ul2-3,0.852,0.155,5.493,0.002,77.4,16.4,4.7,0,72.96,ul2,30.64,4-18‰,ul,5,D,20,,2,I
440,2021-10-05,ul2-4,2021-10-05_ul2-4,0.909,0.222,4.092,0.006,71,20,3.5,0,74.39,ul2,31.24,5-11‰,ul,5,D,20,,2,I
441,2021-10-05,hm3-1,2021-10-05_hm3-1,0.71,0.08,8.86,0,69.8,9.1,7.7,0,53.34,hm3,22.4,2-35‰,hm,5,D,27,,2,I
442,2021-10-05,hm3-2,2021-10-05_hm3-2,0.666,0.123,5.403,0.002,72.8,15.6,4.7,0,58.12,hm3,24.41,3-28‰,hm,5,D,27,,2,I
443,2021-10-05,hm3-3,2021-10-05_hm3-3,1.048,0.114,9.181,0,37,4.3,8.5,0,40.74,hm3,17.11,4-18‰,hm,5,D,27,,2,I
444,2021-10-05,hm3-4,2021-10-05_hm3-4,0.729,0.149,4.891,0.003,76.1,18.1,4.2,0,66.42,hm3,27.9,5-11‰,hm,5,D,27,,2,I
445,2021-10-05,ul3-1,2021-10-05_ul3-1,1.505,2.373,0.634,0.549,27,44.5,0.6,0.6,54.15,ul3,22.74,2-35‰,ul,5,D,27,,2,I
446,2021-10-05,ul3-2,2021-10-05_ul3-2,1.063,0.472,2.254,0.065,52.9,26.2,2,0.1,69.54,ul3,29.21,3-28‰,ul,5,D,27,,2,I
