Column 1,Date,Specimen ID,uid,alpha_est,alpha_stderr,alpha_t,alpha_p,ek_est,ek_stderr,ek_t,ek_p,rETRmax,plant ID,ETRmax,Treatment,Species,RLC Day,Lanai Side,Temperature (°C),specific growth rate,run,lunar phase
753,2021-10-21,hm5-1,2021-10-21_hm5-1,0.593,0.037,15.968,0,168.9,13.9,12.2,0,104.96,hm5,44.08,2-35‰,hm,1,D,30,,3,III
754,2021-10-21,hm5-2,2021-10-21_hm5-2,0.699,0.053,13.103,0,116.3,10.9,10.7,0,82.32,hm5,34.57,3-28‰,hm,1,D,30,,3,III
755,2021-10-21,hm5-3,2021-10-21_hm5-3,0.576,0.046,12.597,0,142.6,14.3,9.9,0,89.38,hm5,37.54,4-18‰,hm,1,D,30,,3,III
756,2021-10-21,hm5-4,2021-10-21_hm5-4,0.6,0.053,11.226,0,120.8,13.2,9.1,0,77.9,hm5,32.72,5-11‰,hm,1,D,30,,3,III
757,2021-10-21,ul5-1,2021-10-21_ul5-1,0.584,0.029,19.958,0,132.4,8.3,16,0,78.72,ul5,33.06,2-35‰,ul,1,D,30,,3,III
758,2021-10-21,ul5-2,2021-10-21_ul5-2,0.75,0.047,15.947,0,120.9,9.3,12.9,0,92.4,ul5,38.81,3-28‰,ul,1,D,30,,3,III
759,2021-10-21,ul5-3,2021-10-21_ul5-3,0.633,0.05,12.69,0,128.2,12.6,10.2,0,82.32,ul5,34.57,4-18‰,ul,1,D,30,,3,III
760,2021-10-21,ul5-4,2021-10-21_ul5-4,0.621,0.049,12.763,0,98.7,9.3,10.7,0,62.58,ul5,26.28,5-11‰,ul,1,D,30,,3,III
761,2021-10-21,hm6-1,2021-10-21_hm6-1,0.439,0.051,8.622,0,117.9,16.8,7,0,58.22,hm6,24.45,2-35‰,hm,1,D,30,,3,III
762,2021-10-21,hm6-2,2021-10-21_hm6-2,0.625,0.102,6.128,0.001,96.1,18.7,5.1,0,71.34,hm6,29.96,3-28‰,hm,1,D,30,,3,III
763,2021-10-21,hm6-3,2021-10-21_hm6-3,0.528,0.028,18.689,0,132.8,8.9,14.9,0,73.8,hm6,31,4-18‰,hm,1,D,30,,3,III
764,2021-10-21,hm6-4,2021-10-21_hm6-4,0.398,0.052,7.679,0,111.2,17.6,6.3,0,50.02,hm6,21.01,5-11‰,hm,1,D,30,,3,III
765,2021-10-21,ul6-1,2021-10-21_ul6-1,0.655,0.075,8.781,0,86.1,11.5,7.5,0,59.56,ul6,25.02,2-35‰,ul,1,D,30,,3,III
766,2021-10-21,ul6-2,2021-10-21_ul6-2,1.294,1.273,1.017,0.349,27.6,28.5,1,0.4,44.17,ul6,18.55,3-28‰,ul,1,D,30,,3,III
767,2021-10-21,ul6-3,2021-10-21_ul6-3,0.804,0.349,2.306,0.061,49.4,23.8,2.1,0.1,48.17,ul6,20.23,4-18‰,ul,1,D,30,,3,III
768,2021-10-21,ul6-4,2021-10-21_ul6-4,0.676,0.106,6.405,0.001,74.6,13.5,5.5,0,55.44,ul6,23.28,5-11‰,ul,1,D,30,,3,III
769,2021-10-25,hm2-1,2021-10-25_hm2-1,0.8,0.12,6.654,0.001,73.9,12.9,5.7,0,64.78,hm2,27.21,2-35‰,hm,5,D,20,,3,IV
770,2021-10-25,hm2-2,2021-10-25_hm2-2,0.78,0.07,11.106,0,92.8,9.9,9.3,0,74.67,hm2,31.36,3-28‰,hm,5,D,20,,3,IV
771,2021-10-25,hm2-3,2021-10-25_hm2-3,1.027,0.412,2.493,0.047,32.8,14,2.3,0.1,37.34,hm2,15.68,4-18‰,hm,5,D,20,,3,IV
772,2021-10-25,hm2-4,2021-10-25_hm2-4,0.54,0.17,3.171,0.019,87,32.4,2.7,0,63.96,hm2,26.86,5-11‰,hm,5,D,20,,3,IV
773,2021-10-25,ul2-1,2021-10-25_ul2-1,0.779,0.101,7.721,0,85.9,13.1,6.6,0,72.24,ul2,30.34,2-35‰,ul,5,D,20,,3,IV
774,2021-10-25,ul2-2,2021-10-25_ul2-2,1.205,1.17,1.03,0.343,30.9,31.8,1,0.4,47.6,ul2,19.99,3-28‰,ul,5,D,20,,3,IV
775,2021-10-25,ul2-3,2021-10-25_ul2-3,0.735,0.048,15.271,0,93,7.2,12.8,0,71.4,ul2,29.99,4-18‰,ul,5,D,20,,3,IV
776,2021-10-25,ul2-4,2021-10-25_ul2-4,0.778,0.08,9.708,0,93.4,11.4,8.2,0,77.7,ul2,32.63,5-11‰,ul,5,D,20,,3,IV
777,2021-10-25,hm3-1,2021-10-25_hm3-1,0.863,0.058,14.825,0,51.2,3.9,13.3,0,46.62,hm3,19.58,2-35‰,hm,5,D,27,,3,IV
778,2021-10-25,hm3-2,2021-10-25_hm3-2,0.687,0.082,8.387,0,62.3,8.4,7.4,0,48.38,hm3,20.32,3-28‰,hm,5,D,27,,3,IV
779,2021-10-25,hm3-3,2021-10-25_hm3-3,1.154,0.671,1.721,0.136,29.6,18.2,1.6,0.2,42.64,hm3,17.91,4-18‰,hm,5,D,27,,3,IV
780,2021-10-25,hm3-4,2021-10-25_hm3-4,1.185,1.179,1.005,0.354,25,25.9,1,0.4,36.08,hm3,15.15,5-11‰,hm,5,D,27,,3,IV
781,2021-10-25,ul3-1,2021-10-25_ul3-1,1.469,2.288,0.642,0.545,24.8,40,0.6,0.6,46.55,ul3,19.55,2-35‰,ul,5,D,27,,3,IV
782,2021-10-25,ul3-2,2021-10-25_ul3-2,2.68,562.912,0.005,0.996,8.2,1725.2,0,1,29.52,ul3,12.4,3-28‰,ul,5,D,27,,3,IV
783,2021-10-25,ul3-3,2021-10-25_ul3-3,0.808,0.095,8.468,0,81.7,11.3,7.2,0,71.4,ul3,29.99,4-18‰,ul,5,D,27,,3,IV
784,2021-10-25,ul3-4,2021-10-25_ul3-4,0.954,0.207,4.608,0.004,69.1,17.3,4,0,74.39,ul3,31.24,5-11‰,ul,5,D,27,,3,IV
785,2021-10-25,hm4-1,2021-10-25_hm4-1,4.615,985.306,0.005,0.996,7.4,1583.6,0,1,46.74,hm4,19.63,2-35‰,hm,5,D,27,,3,IV
786,2021-10-25,hm4-2,2021-10-25_hm4-2,1.5,1.185,1.267,0.252,26.2,21.6,1.2,0.3,46.2,hm4,19.4,3-28‰,hm,5,D,27,,3,IV
787,2021-10-25,hm4-3,2021-10-25_hm4-3,2.463,7.736,0.318,0.761,15.6,49.4,0.3,0.8,44.28,hm4,18.6,4-18‰,hm,5,D,27,,3,IV
788,2021-10-25,hm4-4,2021-10-25_hm4-4,1.173,0.789,1.486,0.188,33.2,23.9,1.4,0.2,48.38,hm4,20.32,5-11‰,hm,5,D,27,,3,IV
789,2021-10-25,ul4-1,2021-10-25_ul4-1,1.512,2.125,0.712,0.503,25.8,37.7,0.7,0.5,50.16,ul4,21.07,2-35‰,ul,5,D,27,,3,IV
790,2021-10-25,ul4-2,2021-10-25_ul4-2,0.885,0.19,4.667,0.003,63.5,15.5,4.1,0,63.55,ul4,26.69,3-28‰,ul,5,D,27,,3,IV
791,2021-10-25,ul4-3,2021-10-25_ul4-3,0.769,0.079,9.726,0,92.8,11.3,8.2,0,75.18,ul4,31.58,4-18‰,ul,5,D,27,,3,IV
792,2021-10-25,ul4-4,2021-10-25_ul4-4,0.794,0.079,10.054,0,97.9,11.6,8.4,0,81.9,ul4,34.4,5-11‰,ul,5,D,27,,3,IV
793,2021-10-25,hm5-1,2021-10-25_hm5-1,0.813,0.163,4.999,0.002,50.2,11.2,4.5,0,47.56,hm5,19.98,2-35‰,hm,5,D,30,,3,IV
794,2021-10-25,hm5-2,2021-10-25_hm5-2,0.852,0.21,4.049,0.007,50,13.7,3.6,0,50.02,hm5,21.01,3-28‰,hm,5,D,30,,3,IV
795,2021-10-25,hm5-3,2021-10-25_hm5-3,0.931,0.304,3.063,0.022,44.1,15.8,2.8,0,51.66,hm5,21.7,4-18‰,hm,5,D,30,,3,IV
796,2021-10-25,hm5-4,2021-10-25_hm5-4,0.609,0.08,7.593,0,68.1,10.3,6.6,0,45.36,hm5,19.05,5-11‰,hm,5,D,30,,3,IV
797,2021-10-25,ul5-1,2021-10-25_ul5-1,0.817,0.128,6.375,0.001,90.5,16.8,5.4,0,82.32,ul5,34.57,2-35‰,ul,5,D,30,,3,IV
798,2021-10-25,ul5-2,2021-10-25_ul5-2,0.77,0.069,11.207,0,111.3,12.1,9.2,0,88.2,ul5,37.04,3-28‰,ul,5,D,30,,3,IV
799,2021-10-25,ul5-3,2021-10-25_ul5-3,0.8,0.062,12.963,0,106.8,10,10.7,0,89.88,ul5,37.75,4-18‰,ul,5,D,30,,3,IV
800,2021-10-25,ul5-4,2021-10-25_ul5-4,0.782,0.104,7.552,0,122.3,20,6.1,0,102.9,ul5,43.22,5-11‰,ul,5,D,30,,3,IV
801,2021-10-25,hm6-1,2021-10-25_hm6-1,4.273,142.154,0.03,0.977,8.3,277.5,0,1,37.72,hm6,15.84,2-35‰,hm,5,D,30,,3,IV
802,2021-10-25,hm6-2,2021-10-25_hm6-2,1.002,0.269,3.721,0.01,36.4,10.5,3.5,0,41.82,hm6,17.56,3-28‰,hm,5,D,30,,3,IV
803,2021-10-25,hm6-3,2021-10-25_hm6-3,0.767,0.2,3.835,0.009,53.8,15.7,3.4,0,50.02,hm6,21.01,4-18‰,hm,5,D,30,,3,IV
804,2021-10-25,hm6-4,2021-10-25_hm6-4,0.782,0.29,2.691,0.036,51.6,21.4,2.4,0.1,54.12,hm6,22.73,5-11‰,hm,5,D,30,,3,IV
805,2021-10-25,ul6-1,2021-10-25_ul6-1,0.882,0.196,4.494,0.004,62.9,15.9,3.9,0,63.27,ul6,26.57,2-35‰,ul,5,D,30,,3,IV
806,2021-10-25,ul6-2,2021-10-25_ul6-2,0.894,0.196,4.566,0.004,60.4,15,4,0,60.99,ul6,25.62,3-28‰,ul,5,D,30,,3,IV
807,2021-10-25,ul6-3,2021-10-25_ul6-3,0.829,0.149,5.563,0.001,75.3,15.7,4.8,0,68.88,ul6,28.93,4-18‰,ul,5,D,30,,3,IV
808,2021-10-25,ul6-4,2021-10-25_ul6-4,0.774,0.088,8.816,0,92.6,12.5,7.4,0,77.28,ul6,32.46,5-11‰,ul,5,D,30,,3,IV
809,2021-10-25,hm1-1,2021-10-25_hm1-1,0.876,0.102,8.574,0,93.6,13,7.2,0,85.78,hm1,36.03,2-35‰,hm,5,D,20,,3,IV
810,2021-10-25,hm1-2,2021-10-25_hm1-2,0.682,0.09,7.547,0,95,15,6.3,0,74.62,hm1,31.34,3-28‰,hm,5,D,20,,3,IV
811,2021-10-25,hm1-3,2021-10-25_hm1-3,0.906,0.101,8.978,0,66.4,8.5,7.8,0,62.41,hm1,26.21,4-18‰,hm,5,D,20,,3,IV
812,2021-10-25,hm1-4,2021-10-25_hm1-4,0.753,0.137,5.509,0.002,53.1,10.8,4.9,0,43.46,hm1,18.25,5-11‰,hm,5,D,20,,3,IV
813,2021-10-25,ul1-1,2021-10-25_ul1-1,0.867,0.286,3.029,0.023,59.3,22.1,2.7,0,60.99,ul1,25.62,2-35‰,ul,5,D,20,,3,IV
814,2021-10-25,ul1-2,2021-10-25_ul1-2,1.327,1.857,0.715,0.502,27.3,40,0.7,0.5,48.07,ul1,20.19,3-28‰,ul,5,D,20,,3,IV
815,2021-10-25,ul1-3,2021-10-25_ul1-3,0.752,0.048,15.677,0,103.7,8,13,0,81.06,ul1,34.05,4-18‰,ul,5,D,20,,3,IV
816,2021-10-25,ul1-4,2021-10-25_ul1-4,0.906,0.163,5.548,0.001,77.3,16.2,4.8,0,76.86,ul1,32.28,5-11‰,ul,5,D,20,,3,IV
817,2021-10-29,hm4-1,2021-10-29_hm4-1,0.408,0.082,4.976,0.003,104.5,25.3,4.1,0,52.48,hm4,22.04,2-35‰,hm,9,D,27,2.185,3,IV
818,2021-10-29,hm4-2,2021-10-29_hm4-2,0.589,0.128,4.594,0.004,59.2,14.6,4.1,0,38.22,hm4,16.05,3-28‰,hm,9,D,27,1.656,3,IV
819,2021-10-29,hm4-3,2021-10-29_hm4-3,1.137,0.601,1.891,0.108,26,14.3,1.8,0.1,34.44,hm4,14.46,4-18‰,hm,9,D,27,2.752,3,IV
820,2021-10-29,hm4-4,2021-10-29_hm4-4,0.873,0.463,1.884,0.109,38.2,21.9,1.7,0.1,45.92,hm4,19.29,5-11‰,hm,9,D,27,1.887,3,IV
821,2021-10-29,ul4-1,2021-10-29_ul4-1,1.196,0.924,1.294,0.243,35.2,29.2,1.2,0.3,53.01,ul4,22.26,2-35‰,ul,9,D,27,-3.33,3,IV
822,2021-10-29,ul4-2,2021-10-29_ul4-2,0.73,0.1,7.287,0,81.7,13.1,6.2,0,64.26,ul4,26.99,3-28‰,ul,9,D,27,1.095,3,IV
823,2021-10-29,ul4-3,2021-10-29_ul4-3,0.73,0.07,10.427,0,93.4,10.7,8.8,0,71.4,ul4,29.99,4-18‰,ul,9,D,27,3.618,3,IV
824,2021-10-29,ul4-4,2021-10-29_ul4-4,0.78,0.079,9.897,0,95.6,11.5,8.3,0,78.12,ul4,32.81,5-11‰,ul,9,D,27,5.137,3,IV
825,2021-10-29,hm5-1,2021-10-29_hm5-1,0.37,0.057,6.495,0.001,71.3,12.7,5.6,0,30.34,hm5,12.74,2-35‰,hm,9,D,30,2.084,3,IV
826,2021-10-29,hm5-2,2021-10-29_hm5-2,0.518,0.261,1.986,0.094,55.5,31.4,1.8,0.1,41.82,hm5,17.56,3-28‰,hm,9,D,30,1.931,3,IV
827,2021-10-29,hm5-3,2021-10-29_hm5-3,0.58,0.21,2.755,0.033,56.1,22.9,2.4,0,40.18,hm5,16.88,4-18‰,hm,9,D,30,3.368,3,IV
828,2021-10-29,hm5-4,2021-10-29_hm5-4,0.877,0.257,3.409,0.014,47.9,15.5,3.1,0,46.74,hm5,19.63,5-11‰,hm,9,D,30,-7.085,3,IV
829,2021-10-29,ul5-1,2021-10-29_ul5-1,0.917,0.26,3.529,0.012,56.2,17.9,3.1,0,59.56,ul5,25.02,2-35‰,ul,9,D,30,1.518,3,IV
830,2021-10-29,ul5-2,2021-10-29_ul5-2,0.795,0.129,6.146,0.001,83.4,15.9,5.2,0,73.5,ul5,30.87,3-28‰,ul,9,D,30,1.814,3,IV
831,2021-10-29,ul5-3,2021-10-29_ul5-3,0.78,0.061,12.779,0,100.3,9.4,10.6,0,82.32,ul5,34.57,4-18‰,ul,9,D,30,2.436,3,IV
832,2021-10-29,ul5-4,2021-10-29_ul5-4,0.806,0.155,5.192,0.002,78.6,17.6,4.5,0,69.83,ul5,29.33,5-11‰,ul,9,D,30,3.656,3,IV
833,2021-10-29,hm6-1,2021-10-29_hm6-1,0.535,0.15,3.579,0.012,59.4,18.8,3.2,0,39.36,hm6,16.53,2-35‰,hm,9,D,30,2.198,3,IV
834,2021-10-29,hm6-2,2021-10-29_hm6-2,0.417,0.092,4.528,0.004,95.2,25.1,3.8,0,50.02,hm6,21.01,3-28‰,hm,9,D,30,1.333,3,IV
835,2021-10-29,hm6-3,2021-10-29_hm6-3,0.51,0.126,4.042,0.007,83.6,24.3,3.4,0,52.48,hm6,22.04,4-18‰,hm,9,D,30,4.777,3,IV
836,2021-10-29,hm6-4,2021-10-29_hm6-4,0.997,1.761,0.566,0.592,25.4,46.6,0.5,0.6,41.82,hm6,17.56,5-11‰,hm,9,D,30,2.774,3,IV
837,2021-10-29,ul6-1,2021-10-29_ul6-1,0.882,0.236,3.734,0.01,59.9,18.2,3.3,0,60.99,ul6,25.62,2-35‰,ul,9,D,30,2.999,3,IV
838,2021-10-29,ul6-2,2021-10-29_ul6-2,0.778,0.163,4.786,0.003,63.7,15.2,4.2,0,55.86,ul6,23.46,3-28‰,ul,9,D,30,2.097,3,IV
839,2021-10-29,ul6-3,2021-10-29_ul6-3,0.773,0.103,7.523,0,74.2,11.4,6.5,0,61.56,ul6,25.86,4-18‰,ul,9,D,30,2.971,3,IV
840,2021-10-29,ul6-4,2021-10-29_ul6-4,0.75,0.165,4.531,0.004,69.9,17.8,3.9,0,58.71,ul6,24.66,5-11‰,ul,9,D,30,3.217,3,IV
841,2021-10-29,hm1-1,2021-10-29_hm1-1,0.779,0.108,7.211,0,78,12.6,6.2,0,68.06,hm1,28.59,2-35‰,hm,9,D,20,2.219,3,IV
842,2021-10-29,hm1-2,2021-10-29_hm1-2,0.63,0.141,4.478,0.004,53.6,13.4,4,0,37.72,hm1,15.84,3-28‰,hm,9,D,20,2.174,3,IV
843,2021-10-29,hm1-3,2021-10-29_hm1-3,0.538,0.12,4.469,0.004,99.4,26.7,3.7,0,65.6,hm1,27.55,4-18‰,hm,9,D,20,3.17,3,IV
844,2021-10-29,hm1-4,2021-10-29_hm1-4,0.573,0.103,5.567,0.001,84.8,17.9,4.7,0,59.04,hm1,24.8,5-11‰,hm,9,D,20,1.663,3,IV
845,2021-10-29,ul1-1,2021-10-29_ul1-1,0.89,0.279,3.192,0.019,59.4,21,2.8,0,61.84,ul1,25.97,2-35‰,ul,9,D,20,3.345,3,IV
846,2021-10-29,ul1-2,2021-10-29_ul1-2,0.858,0.286,2.999,0.024,48.9,18.1,2.7,0,49.3,ul1,20.71,3-28‰,ul,9,D,20,3.951,3,IV
847,2021-10-29,ul1-3,2021-10-29_ul1-3,0.698,0.055,12.594,0,113.9,11,10.3,0,82.32,ul1,34.57,4-18‰,ul,9,D,20,4.403,3,IV
848,2021-10-29,ul1-4,2021-10-29_ul1-4,0.849,0.201,4.215,0.006,62,16.7,3.7,0,59.56,ul1,25.02,5-11‰,ul,9,D,20,5.268,3,IV
849,2021-10-29,hm2-1,2021-10-29_hm2-1,0.522,0.046,11.329,0,125.4,13.7,9.1,0,68.88,hm2,28.93,2-35‰,hm,9,D,20,2.759,3,IV
850,2021-10-29,hm2-2,2021-10-29_hm2-2,0.759,0.068,11.222,0,114.4,12.4,9.2,0,90.2,hm2,37.88,3-28‰,hm,9,D,20,0.028,3,IV
851,2021-10-29,hm2-3,2021-10-29_hm2-3,0.482,0.103,4.666,0.003,109.7,28.6,3.8,0,66.42,hm2,27.9,4-18‰,hm,9,D,20,-2.17,3,IV
852,2021-10-29,hm2-4,2021-10-29_hm2-4,0.696,0.088,7.909,0,92.4,13.9,6.7,0,66.42,hm2,27.9,5-11‰,hm,9,D,20,0.086,3,IV
853,2021-10-29,ul2-1,2021-10-29_ul2-1,0.761,0.07,10.939,0,104.7,11.5,9.1,0,83.58,ul2,35.1,2-35‰,ul,9,D,20,2.479,3,IV
854,2021-10-29,ul2-2,2021-10-29_ul2-2,0.949,0.32,2.96,0.025,41.5,15.3,2.7,0,45.88,ul2,19.27,3-28‰,ul,9,D,20,3.315,3,IV
855,2021-10-29,ul2-3,2021-10-29_ul2-3,0.7,0.044,15.846,0,135.2,10.7,12.6,0,94.92,ul2,39.87,4-18‰,ul,9,D,20,4.679,3,IV
856,2021-10-29,ul2-4,2021-10-29_ul2-4,0.739,0.084,8.785,0,93.8,12.7,7.4,0,73.5,ul2,30.87,5-11‰,ul,9,D,20,4.14,3,IV
857,2021-10-29,hm3-1,2021-10-29_hm3-1,0.934,0.261,3.577,0.012,40.6,12.3,3.3,0,42,hm3,17.64,2-35‰,hm,9,D,27,1.882,3,IV
858,2021-10-29,hm3-2,2021-10-29_hm3-2,0.512,0.128,4.012,0.007,60.6,17.1,3.5,0,38.54,hm3,16.19,3-28‰,hm,9,D,27,1.4,3,IV
859,2021-10-29,hm3-3,2021-10-29_hm3-3,0.94,0.328,2.866,0.029,38.1,14.3,2.7,0,44.28,hm3,18.6,4-18‰,hm,9,D,27,2.641,3,IV
860,2021-10-29,hm3-4,2021-10-29_hm3-4,0.598,0.194,3.09,0.021,46.4,16.6,2.8,0,33.62,hm3,14.12,5-11‰,hm,9,D,27,1.175,3,IV
861,2021-10-29,ul3-1,2021-10-29_ul3-1,1.226,1.074,1.142,0.297,30.3,28,1.1,0.3,45.79,ul3,19.23,2-35‰,ul,9,D,27,2.723,3,IV
862,2021-10-29,ul3-2,2021-10-29_ul3-2,0.83,0.155,5.337,0.002,56.8,12,4.7,0,52.16,ul3,21.91,3-28‰,ul,9,D,27,2.464,3,IV
863,2021-10-29,ul3-3,2021-10-29_ul3-3,0.704,0.06,11.835,0,102.4,10.4,9.8,0,75.18,ul3,31.58,4-18‰,ul,9,D,27,3.687,3,IV
864,2021-10-29,ul3-4,2021-10-29_ul3-4,0.778,0.088,8.85,0,95.3,12.8,7.4,0,78.96,ul3,33.16,5-11‰,ul,9,D,27,4.624,3,IV
865,2021-11-01,hm1-1,2021-11-01_hm1-1,0.741,0.131,5.656,0.001,129.3,28.5,4.5,0,116.44,hm1,48.9,2-35‰,hm,1,E,20,,4,I
866,2021-11-01,hm1-2,2021-11-01_hm1-2,0.66,0.113,5.853,0.001,97.3,19.9,4.9,0,76.26,hm1,32.03,3-28‰,hm,1,E,20,,4,I
867,2021-11-01,hm1-3,2021-11-01_hm1-3,0.704,0.075,9.389,0,94.1,11.9,7.9,0,73.8,hm1,31,4-18‰,hm,1,E,20,,4,I
868,2021-11-01,hm1-4,2021-11-01_hm1-4,0.737,0.062,11.839,0,110.8,11.4,9.7,0,87.74,hm1,36.85,5-11‰,hm,1,E,20,,4,I
869,2021-11-01,ul1-1,2021-11-01_ul1-1,0.788,0.133,5.904,0.001,99.1,20.1,4.9,0,84.84,ul1,35.63,2-35‰,ul,1,E,20,,4,I
870,2021-11-01,ul1-2,2021-11-01_ul1-2,0.832,0.125,6.676,0.001,85,15,5.7,0,76.38,ul1,32.08,3-28‰,ul,1,E,20,,4,I
871,2021-11-01,ul1-3,2021-11-01_ul1-3,0.79,0.13,6.067,0.001,103.7,20.6,5,0,89.04,ul1,37.4,4-18‰,ul,1,E,20,,4,I
872,2021-11-01,ul1-4,2021-11-01_ul1-4,0.755,0.097,7.798,0,123.2,19.5,6.3,0,96.6,ul1,40.57,5-11‰,ul,1,E,20,,4,I
873,2021-11-01,hm2-1,2021-11-01_hm2-1,0.649,0.129,5.022,0.002,115.2,28.1,4.1,0,89.38,hm2,37.54,2-35‰,hm,1,E,20,,4,I
874,2021-11-01,hm2-2,2021-11-01_hm2-2,0.635,0.097,6.576,0.001,96.6,17.5,5.5,0,66.42,hm2,27.9,3-28‰,hm,1,E,20,,4,I
875,2021-11-01,hm2-3,2021-11-01_hm2-3,0.443,0.065,6.781,0.001,169.4,32.8,5.2,0,84.46,hm2,35.47,4-18‰,hm,1,E,20,,4,I
876,2021-11-01,hm2-4,2021-11-01_hm2-4,0.695,0.059,11.747,0,111.9,11.6,9.6,0,81.9,hm2,34.4,5-11‰,hm,1,E,20,,4,I
877,2021-11-01,ul2-1,2021-11-01_ul2-1,0.688,0.048,14.344,0,141,12.4,11.4,0,97.58,ul2,40.98,2-35‰,ul,1,E,20,,4,I
878,2021-11-01,ul2-2,2021-11-01_ul2-2,0.801,0.127,6.284,0.001,89.3,16.8,5.3,0,78.54,ul2,32.99,3-28‰,ul,1,E,20,,4,I
879,2021-11-01,ul2-4,2021-11-01_ul2-4,0.905,0.241,3.746,0.01,61.2,18.5,3.3,0,64.7,ul2,27.17,5-11‰,ul,1,E,20,,4,I
880,2021-11-01,ul2-3,2021-11-01_ul2-3,0.827,0.143,5.775,0.001,86.7,17.7,4.9,0,78.95,ul2,33.16,4-18‰,ul,1,E,20,,4,I
881,2021-11-01,hm3-1,2021-11-01_hm3-1,0.584,0.076,7.684,0,105.5,16.6,6.4,0,69.7,hm3,29.27,2-35‰,hm,1,E,27,,4,I
882,2021-11-01,hm3-2,2021-11-01_hm3-2,0.966,0.18,5.369,0.002,73.6,15.9,4.6,0,78.72,hm3,33.06,3-28‰,hm,1,E,27,,4,I
883,2021-11-01,hm3-3,2021-11-01_hm3-3,0.698,0.07,9.968,0,101.5,12.2,8.3,0,76.88,hm3,32.29,4-18‰,hm,1,E,27,,4,I
884,2021-11-01,hm3-4,2021-11-01_hm3-4,0.659,0.152,4.329,0.005,97,26.8,3.6,0,82,hm3,34.44,5-11‰,hm,1,E,27,,4,I
885,2021-11-01,ul3-1,2021-11-01_ul3-1,0.907,0.323,2.807,0.031,54.5,21.8,2.5,0,58.71,ul3,24.66,2-35‰,ul,1,E,27,,4,I
886,2021-11-01,ul3-2,2021-11-01_ul3-2,1.019,0.433,2.354,0.057,47.8,22.5,2.1,0.1,57.86,ul3,24.3,3-28‰,ul,1,E,27,,4,I
887,2021-11-01,ul3-3,2021-11-01_ul3-3,1.049,0.522,2.008,0.091,44.9,24.6,1.8,0.1,56.15,ul3,23.58,4-18‰,ul,1,E,27,,4,I
888,2021-11-01,ul3-4,2021-11-01_ul3-4,1.689,3.35,0.504,0.632,23.1,47.3,0.5,0.6,51.87,ul3,21.79,5-11‰,ul,1,E,27,,4,I
889,2021-11-01,hm4-1,2021-11-01_hm4-1,0.81,0.099,8.211,0,68.7,9.6,7.1,0,59.22,hm4,24.87,2-35‰,hm,1,E,27,,4,I
890,2021-11-01,hm4-2,2021-11-01_hm4-2,0.811,0.1,8.153,0,102.9,15.2,6.8,0,95.12,hm4,39.95,3-28‰,hm,1,E,27,,4,I
891,2021-11-01,hm4-3,2021-11-01_hm4-3,0.854,0.074,11.532,0,101.3,10.6,9.6,0,91.84,hm4,38.57,4-18‰,hm,1,E,27,,4,I
892,2021-11-01,hm4-4,2021-11-01_hm4-4,0.642,0.099,6.462,0.001,113.2,21.4,5.3,0,81.06,hm4,34.05,5-11‰,hm,1,E,27,,4,I
893,2021-11-01,ul4-1,2021-11-01_ul4-1,0.795,0.131,6.077,0.001,97.4,19.2,5.1,0,84.84,ul4,35.63,2-35‰,ul,1,E,27,,4,I
894,2021-11-01,ul4-2,2021-11-01_ul4-2,0.835,0.15,5.562,0.001,89.6,19.1,4.7,0,81.79,ul4,34.35,3-28‰,ul,1,E,27,,4,I
895,2021-11-01,ul4-3,2021-11-01_ul4-3,0.805,0.114,7.088,0,97.4,16.4,5.9,0,84,ul4,35.28,4-18‰,ul,1,E,27,,4,I
896,2021-11-01,ul4-4,2021-11-01_ul4-4,0.852,0.158,5.388,0.002,82.8,18,4.6,0,78.95,ul4,33.16,5-11‰,ul,1,E,27,,4,I
897,2021-11-01,hm5-1,2021-11-01_hm5-1,0.854,0.046,18.47,0,75.7,4.8,15.9,0,66.42,hm5,27.9,2-35‰,hm,1,E,30,,4,I
898,2021-11-01,hm5-2,2021-11-01_hm5-2,0.764,0.086,8.84,0,123.8,17.3,7.2,0,107.42,hm5,45.12,3-28‰,hm,1,E,30,,4,I
899,2021-11-01,hm5-3,2021-11-01_hm5-3,0.63,0.102,6.172,0.001,141.7,29,4.9,0,106.6,hm5,44.77,4-18‰,hm,1,E,30,,4,I
900,2021-11-01,hm5-4,2021-11-01_hm5-4,0.779,0.051,15.361,0,124.3,10,12.4,0,98.4,hm5,41.33,5-11‰,hm,1,E,30,,4,I
901,2021-11-01,ul5-1,2021-11-01_ul5-1,0.705,0.095,7.452,0,114.7,18.8,6.1,0,85.26,ul5,35.81,2-35‰,ul,1,E,30,,4,I
902,2021-11-01,ul5-2,2021-11-01_ul5-2,0.721,0.142,5.082,0.002,91.7,21.4,4.3,0,74.34,ul5,31.22,3-28‰,ul,1,E,30,,4,I
903,2021-11-01,ul5-3,2021-11-01_ul5-3,0.64,0.067,9.572,0,119.9,15.4,7.8,0,77.28,ul5,32.46,4-18‰,ul,1,E,30,,4,I
904,2021-11-01,ul5-4,2021-11-01_ul5-4,0.682,0.103,6.594,0.001,106.6,19.6,5.5,0,79.38,ul5,33.34,5-11‰,ul,1,E,30,,4,I
905,2021-11-01,hm6-1,2021-11-01_hm6-1,0.82,0.094,8.694,0,77.7,10.4,7.5,0,72.16,hm6,30.31,2-35‰,hm,1,E,30,,4,I
