date,ID,Species,weight difference,run,lanai side,treatment,temperature,Initial weight,final weight,plant ID,RLC order, lunar phase
10/21/22,ul4-4,Ul,,9,ewa,2.5,27,0.2826,0.3169,124,1,I
10/21/22,hul4-1,Ul,,9,ewa,2.5,27,0.2828,0.3026,125,1,I
10/21/22,hul4-2,Ul,,9,ewa,2.5,27,0.2789,0.3114,126,1,I
10/21/22,hul4-3,Ul,,9,ewa,2.5,27,0.28,0.2845,127,1,I
10/21/22,hul4-4,Ul,,9,ewa,2.5,27,0.2985,0.4186,128,1,I
10/21/22,ul5-1,Ul,,9,ewa,2.5,30,0.2956,0.303,129,2,I
10/21/22,ul5-2,Ul,,9,ewa,2.5,30,0.2903,0.2822,130,2,I
10/21/22,ul5-3,Ul,,9,ewa,2.5,30,0.294,0.3188,131,2,I
10/21/22,ul5-4,Ul,,9,ewa,2.5,30,0.3014,0.3852,132,2,I
10/21/22,hul5-1,Ul,,9,ewa,2.5,30,0.3019,0.3415,133,2,I
10/21/22,hul5-2,Ul,,9,ewa,2.5,30,0.3056,0.3557,134,2,I
10/21/22,hul5-3,Ul,,9,ewa,2.5,30,0.2975,0.2797,135,2,I
10/21/22,hul5-4,Ul,,9,ewa,2.5,30,0.2991,0.3615,136,2,I
10/21/22,ul6-1,Ul,,9,ewa,2.5,30,0.2729,0.3177,137,3,I
10/21/22,ul6-2,Ul,,9,ewa,2.5,30,0.2993,0.4566,138,3,I
10/21/22,ul6-3,Ul,,9,ewa,2.5,30,0.2935,0.3464,139,3,I
10/21/22,ul6-4,Ul,,9,ewa,2.5,30,0.2943,0.3626,140,3,I
10/21/22,hul6-1,Ul,,9,ewa,2.5,30,0.2802,0.3805,141,3,I
10/21/22,hul6-2,Ul,,9,ewa,2.5,30,0.2961,0.3272,142,3,I
10/21/22,hul6-3,Ul,,9,ewa,2.5,30,0.2925,0.3627,143,3,I
10/21/22,hul6-4,Ul,,9,ewa,2.5,30,0.3027,0.3265,144,3,I
