"","Date","Specimen.ID","uid","Plant.ID","Species","Lanai.Side","Treatment","Temp...C.","RLC.Order","RLC.Day","Run","deltaNPQ","rETRmax","ETRmax","alpha.1","alpha.2","alpha.3","alpha.4","ek.1","ek.2","ek.3","ek.4"
"849","2021-10-29","hm2-1","2021-10-29_hm2-1",32,"hm","diamond","1",20,5,9,3.5,"0.472",68.88,28.93,0.522,0.043,12.236,0,125.5,12.7,9.9,0
"850","2021-10-29","hm2-2","2021-10-29_hm2-2",32,"hm","diamond","2",20,5,9,3.5,"0.839",90.2,37.88,0.759,0.063,12.121,0,114.3,11.5,9.9,0
"851","2021-10-29","hm2-3","2021-10-29_hm2-3",32,"hm","diamond","3",20,5,9,3.5,"0.584",66.42,27.9,0.482,0.096,5.039,0.001,109.7,26.4,4.1,0
"852","2021-10-29","hm2-4","2021-10-29_hm2-4",32,"hm","diamond","4",20,5,9,3.5,"0.582",66.42,27.9,0.696,0.081,8.54,0,92.4,12.9,7.2,0
"853","2021-10-29","ul2-1","2021-10-29_ul2-1",32,"ul","diamond","1",20,5,9,3.5,"0.398",83.58,35.1,0.761,0.064,11.816,0,104.7,10.7,9.8,0
"854","2021-10-29","ul2-2","2021-10-29_ul2-2",32,"ul","diamond","2",20,5,9,3.5,"0.545",45.88,19.27,0.948,0.296,3.204,0.015,41.5,14.1,2.9,0
"855","2021-10-29","ul2-3","2021-10-29_ul2-3",32,"ul","diamond","3",20,5,9,3.5,"0.427",94.92,39.87,0.7,0.041,17.116,0,135.2,9.9,13.6,0
"856","2021-10-29","ul2-4","2021-10-29_ul2-4",32,"ul","diamond","4",20,5,9,3.5,"0.515",73.5,30.87,0.739,0.078,9.487,0,93.7,11.8,8,0
"857","2021-10-29","hm3-1","2021-10-29_hm3-1",33,"hm","diamond","1",27,6,9,3.5,"0.643",42,17.64,0.933,0.241,3.864,0.006,40.6,11.4,3.6,0
"858","2021-10-29","hm3-2","2021-10-29_hm3-2",33,"hm","diamond","2",27,6,9,3.5,"0.449",38.54,16.19,0.512,0.118,4.335,0.003,60.6,15.9,3.8,0
"859","2021-10-29","hm3-3","2021-10-29_hm3-3",33,"hm","diamond","3",27,6,9,3.5,"0.799",44.28,18.6,0.939,0.303,3.1,0.017,38.1,13.3,2.9,0
"860","2021-10-29","hm3-4","2021-10-29_hm3-4",33,"hm","diamond","4",27,6,9,3.5,"0.263",33.62,14.12,0.598,0.179,3.339,0.012,46.4,15.3,3,0
"861","2021-10-29","ul3-1","2021-10-29_ul3-1",33,"ul","diamond","1",27,6,9,3.5,"0.318",45.79,19.23,1.23,1.001,1.228,0.259,30.2,26,1.2,0.3
"862","2021-10-29","ul3-2","2021-10-29_ul3-2",33,"ul","diamond","2",27,6,9,3.5,"0.383",52.16,21.91,0.829,0.144,5.767,0.001,56.8,11.1,5.1,0
"863","2021-10-29","ul3-3","2021-10-29_ul3-3",33,"ul","diamond","3",27,6,9,3.5,"0.445",75.18,31.58,0.704,0.055,12.782,0,102.4,9.6,10.6,0
"864","2021-10-29","ul3-4","2021-10-29_ul3-4",33,"ul","diamond","4",27,6,9,3.5,"0.648",78.96,33.16,0.777,0.081,9.558,0,95.4,11.9,8,0
"865","2021-11-01","hm1-1","2021-11-01_hm1-1",37,"hm","ewa","1",20,1,1,4,"1.098",116.44,48.9,0.74,0.121,6.11,0,129.4,26.4,4.9,0
"866","2021-11-01","hm1-2","2021-11-01_hm1-2",37,"hm","ewa","2",20,1,1,4,"0.729",76.26,32.03,0.66,0.104,6.323,0,97.4,18.4,5.3,0
"867","2021-11-01","hm1-3","2021-11-01_hm1-3",37,"hm","ewa","3",20,1,1,4,"0.816",73.8,31,0.704,0.069,10.143,0,94.2,11.1,8.5,0
"868","2021-11-01","hm1-4","2021-11-01_hm1-4",37,"hm","ewa","4",20,1,1,4,"0.771",87.74,36.85,0.737,0.058,12.789,0,110.9,10.5,10.5,0
"869","2021-11-01","ul1-1","2021-11-01_ul1-1",37,"ul","ewa","1",20,1,1,4,"0.411",84.84,35.63,0.788,0.124,6.377,0,99.1,18.6,5.3,0
"870","2021-11-01","ul1-2","2021-11-01_ul1-2",37,"ul","ewa","2",20,1,1,4,"0.427",76.38,32.08,0.832,0.115,7.209,0,85,13.9,6.1,0
"871","2021-11-01","ul1-3","2021-11-01_ul1-3",37,"ul","ewa","3",20,1,1,4,"0.473",89.04,37.4,0.79,0.121,6.552,0,103.7,19.1,5.4,0
"872","2021-11-01","ul1-4","2021-11-01_ul1-4",37,"ul","ewa","4",20,1,1,4,"0.406",96.6,40.57,0.755,0.09,8.423,0,123.2,18.1,6.8,0
"873","2021-11-01","hm2-1","2021-11-01_hm2-1",38,"hm","ewa","1",20,2,1,4,"0.402",89.38,37.54,0.649,0.12,5.425,0.001,115.3,26,4.4,0
"874","2021-11-01","hm2-2","2021-11-01_hm2-2",38,"hm","ewa","2",20,2,1,4,"0.457",66.42,27.9,0.635,0.089,7.104,0,96.6,16.2,5.9,0
"875","2021-11-01","hm2-3","2021-11-01_hm2-3",38,"hm","ewa","3",20,2,1,4,"0.424",84.46,35.47,0.443,0.06,7.325,0,169.4,30.3,5.6,0
"876","2021-11-01","hm2-4","2021-11-01_hm2-4",38,"hm","ewa","4",20,2,1,4,"0.623",81.9,34.4,0.695,0.055,12.688,0,111.9,10.7,10.4,0
"877","2021-11-01","ul2-1","2021-11-01_ul2-1",38,"ul","ewa","1",20,2,1,4,"0.381",97.58,40.98,0.688,0.044,15.495,0,141,11.5,12.3,0
"878","2021-11-01","ul2-2","2021-11-01_ul2-2",38,"ul","ewa","2",20,2,1,4,"0.37",78.54,32.99,0.801,0.118,6.788,0,89.3,15.6,5.7,0
"879","2021-11-01","ul2-4","2021-11-01_ul2-4",38,"ul","ewa","4",20,2,1,4,"0.43",64.7,27.17,0.905,0.224,4.046,0.005,61.2,17.2,3.6,0
"880","2021-11-01","ul2-3","2021-11-01_ul2-3",38,"ul","ewa","3",20,2,1,4,"0.427",78.95,33.16,0.827,0.133,6.237,0,86.7,16.4,5.3,0
"881","2021-11-01","hm3-1","2021-11-01_hm3-1",39,"hm","ewa","1",27,3,1,4,"0.604",69.7,29.27,0.584,0.07,8.303,0,105.6,15.4,6.9,0
"882","2021-11-01","hm3-2","2021-11-01_hm3-2",39,"hm","ewa","2",27,3,1,4,"1.086",78.72,33.06,0.967,0.167,5.797,0.001,73.5,14.7,5,0
"883","2021-11-01","hm3-3","2021-11-01_hm3-3",39,"hm","ewa","3",27,3,1,4,"0.919",76.88,32.29,0.698,0.065,10.765,0,101.4,11.3,9,0
"884","2021-11-01","hm3-4","2021-11-01_hm3-4",39,"hm","ewa","4",27,3,1,4,"0.915",82,34.44,0.659,0.141,4.676,0.002,96.9,24.8,3.9,0
"885","2021-11-01","ul3-1","2021-11-01_ul3-1",39,"ul","ewa","1",27,3,1,4,"0.395",58.71,24.66,0.908,0.3,3.031,0.019,54.5,20.2,2.7,0
"886","2021-11-01","ul3-2","2021-11-01_ul3-2",39,"ul","ewa","2",27,3,1,4,"0.347",57.86,24.3,1.019,0.4,2.544,0.038,47.8,20.8,2.3,0.1
"887","2021-11-01","ul3-3","2021-11-01_ul3-3",39,"ul","ewa","3",27,3,1,4,"0.438",56.15,23.58,1.05,0.485,2.167,0.067,44.8,22.7,2,0.1
"888","2021-11-01","ul3-4","2021-11-01_ul3-4",39,"ul","ewa","4",27,3,1,4,"0.367",51.87,21.79,1.689,3.098,0.545,0.603,23.1,43.7,0.5,0.6
"889","2021-11-01","hm4-1","2021-11-01_hm4-1",40,"hm","ewa","1",27,4,1,4,"0.768",59.22,24.87,0.81,0.091,8.869,0,68.7,8.9,7.7,0
"890","2021-11-01","hm4-2","2021-11-01_hm4-2",40,"hm","ewa","2",27,4,1,4,"0.839",95.12,39.95,0.811,0.092,8.809,0,102.9,14.1,7.3,0
"891","2021-11-01","hm4-3","2021-11-01_hm4-3",40,"hm","ewa","3",27,4,1,4,"0.711",91.84,38.57,0.854,0.069,12.455,0,101.3,9.8,10.4,0
"892","2021-11-01","hm4-4","2021-11-01_hm4-4",40,"hm","ewa","4",27,4,1,4,"0.653",81.06,34.05,0.642,0.092,6.981,0,113.3,19.8,5.7,0
"893","2021-11-01","ul4-1","2021-11-01_ul4-1",40,"ul","ewa","1",27,4,1,4,"0.387",84.84,35.63,0.794,0.121,6.564,0,97.4,17.7,5.5,0
"894","2021-11-01","ul4-2","2021-11-01_ul4-2",40,"ul","ewa","2",27,4,1,4,"0.422",81.79,34.35,0.835,0.139,6.007,0.001,89.6,17.7,5.1,0
"895","2021-11-01","ul4-3","2021-11-01_ul4-3",40,"ul","ewa","3",27,4,1,4,"0.44",84,35.28,0.805,0.105,7.657,0,97.4,15.2,6.4,0
"896","2021-11-01","ul4-4","2021-11-01_ul4-4",40,"ul","ewa","4",27,4,1,4,"0.418",78.95,33.16,0.851,0.146,5.821,0.001,82.8,16.7,5,0
"897","2021-11-01","hm5-1","2021-11-01_hm5-1",41,"hm","ewa","1",30,5,1,4,"0.981",66.42,27.9,0.854,0.043,19.946,0,75.7,4.4,17.2,0
"898","2021-11-01","hm5-2","2021-11-01_hm5-2",41,"hm","ewa","2",30,5,1,4,"0.872",107.42,45.12,0.764,0.08,9.547,0,123.8,16,7.7,0
"899","2021-11-01","hm5-3","2021-11-01_hm5-3",41,"hm","ewa","3",30,5,1,4,"0.737",106.6,44.77,0.63,0.095,6.667,0,141.7,26.9,5.3,0
"900","2021-11-01","hm5-4","2021-11-01_hm5-4",41,"hm","ewa","4",30,5,1,4,"0.915",98.4,41.33,0.779,0.047,16.59,0,124.3,9.3,13.4,0
"901","2021-11-01","ul5-1","2021-11-01_ul5-1",41,"ul","ewa","1",30,5,1,4,"0.498",85.26,35.81,0.705,0.088,8.044,0,114.6,17.4,6.6,0
"902","2021-11-01","ul5-2","2021-11-01_ul5-2",41,"ul","ewa","2",30,5,1,4,"0.366",74.34,31.22,0.721,0.131,5.489,0.001,91.7,19.8,4.6,0
"903","2021-11-01","ul5-3","2021-11-01_ul5-3",41,"ul","ewa","3",30,5,1,4,"0.706",77.28,32.46,0.64,0.062,10.339,0,119.9,14.3,8.4,0
"904","2021-11-01","ul5-4","2021-11-01_ul5-4",41,"ul","ewa","4",30,5,1,4,"0.563",79.38,33.34,0.682,0.096,7.121,0,106.6,18.1,5.9,0
"905","2021-11-01","hm6-1","2021-11-01_hm6-1",42,"hm","ewa","1",30,6,1,4,"0.74",72.16,30.31,0.82,0.087,9.391,0,77.7,9.6,8.1,0
"906","2021-11-01","hm6-2","2021-11-01_hm6-2",42,"hm","ewa","2",30,6,1,4,"1.013",86.1,36.16,0.889,0.197,4.507,0.003,75.4,19.4,3.9,0
"907","2021-11-01","hm6-3","2021-11-01_hm6-3",42,"hm","ewa","3",30,6,1,4,"0.824",73.8,31,0.587,0.058,10.161,0,114.9,13.8,8.3,0
"908","2021-11-01","hm6-4","2021-11-01_hm6-4",42,"hm","ewa","4",30,6,1,4,"0.917",75.6,31.75,0.781,0.089,8.767,0,89.4,12.1,7.4,0
"909","2021-11-01","ul6-1","2021-11-01_ul6-1",42,"ul","ewa","1",30,6,1,4,"0.546",72.11,30.29,0.821,0.156,5.261,0.001,78.7,17.4,4.5,0
"910","2021-11-01","ul6-2","2021-11-01_ul6-2",42,"ul","ewa","2",30,6,1,4,"0.506",77.7,32.63,0.842,0.168,5.006,0.002,81.6,19.1,4.3,0
"911","2021-11-01","ul6-3","2021-11-01_ul6-3",42,"ul","ewa","3",30,6,1,4,"0.506",82.74,34.75,0.768,0.122,6.29,0,97.4,18.5,5.3,0
"912","2021-11-01","ul6-4","2021-11-01_ul6-4",42,"ul","ewa","4",30,6,1,4,"0.57",76.86,32.28,0.774,0.153,5.064,0.001,88.3,20.6,4.3,0
"913","2021-11-04","hm1-1","2021-11-04_hm1-1",43,"hm","diamond","1",20,1,1,4,"0.88",96.76,40.64,0.797,0.062,12.829,0,111.4,10.6,10.5,0
"914","2021-11-04","hm1-2","2021-11-04_hm1-2",43,"hm","diamond","2",20,1,1,4,"0.931",74.38,31.24,0.727,0.054,13.458,0,97.8,8.7,11.2,0
"915","2021-11-04","hm1-3","2021-11-04_hm1-3",43,"hm","diamond","3",20,1,1,4,"1.007",59.86,25.14,0.824,0.085,9.724,0,66.1,7.8,8.5,0
"916","2021-11-04","hm1-4","2021-11-04_hm1-4",43,"hm","diamond","4",20,1,1,4,"0.75",62.32,26.17,0.654,0.093,7.072,0,81.8,13.6,6,0
"917","2021-11-04","ul1-1","2021-11-04_ul1-1",43,"ul","diamond","1",20,1,1,4,"0.254",81.9,34.4,0.723,0.076,9.499,0,106.6,13.6,7.9,0
"918","2021-11-04","ul1-2","2021-11-04_ul1-2",43,"ul","diamond","2",20,1,1,4,"0.424",60.9,25.58,0.761,0.15,5.071,0.001,71.3,16.2,4.4,0
"919","2021-11-04","ul1-3","2021-11-04_ul1-3",43,"ul","diamond","3",20,1,1,4,"0.486",65.94,27.69,0.767,0.14,5.483,0.001,76.7,16.3,4.7,0
"920","2021-11-04","ul1-4","2021-11-04_ul1-4",43,"ul","diamond","4",20,1,1,4,"0.281",69.83,29.33,0.82,0.146,5.621,0.001,75.7,15.6,4.8,0
"921","2021-11-04","hm2-1","2021-11-04_hm2-1",44,"hm","diamond","1",20,2,1,4,"0.744",68.06,28.59,0.83,0.253,3.28,0.013,64,22.2,2.9,0
"922","2021-11-04","hm2-2","2021-11-04_hm2-2",44,"hm","diamond","2",20,2,1,4,"0.898",64.78,27.21,0.953,0.136,6.986,0,60.5,9.8,6.2,0
"923","2021-11-04","hm2-3","2021-11-04_hm2-3",44,"hm","diamond","3",20,2,1,4,"0.532",61.5,25.83,0.689,0.094,7.334,0,77.3,12.3,6.3,0
"924","2021-11-04","hm2-4","2021-11-04_hm2-4",44,"hm","diamond","4",20,2,1,4,"1.019",99.22,41.67,0.874,0.081,10.74,0,102.2,11.4,8.9,0
"925","2021-11-04","ul2-1","2021-11-04_ul2-1",44,"ul","diamond","1",20,2,1,4,"0.457",84.42,35.46,0.726,0.088,8.232,0,110.5,16.3,6.8,0
"926","2021-11-04","ul2-2","2021-11-04_ul2-2",44,"ul","diamond","2",20,2,1,4,"0.419",84,35.28,0.728,0.078,9.309,0,109.6,14.3,7.7,0
"927","2021-11-04","ul2-3","2021-11-04_ul2-3",44,"ul","diamond","3",20,2,1,4,"0.424",74.76,31.4,0.692,0.072,9.542,0,101.2,12.7,7.9,0
"928","2021-11-04","ul2-4","2021-11-04_ul2-4",44,"ul","diamond","4",20,2,1,4,"0.362",81.9,34.4,0.717,0.088,8.196,0,106.8,15.8,6.8,0
"929","2021-11-04","hm3-1","2021-11-04_hm3-1",45,"hm","diamond","1",27,3,1,4,"0.943",57.12,23.99,0.937,0.065,14.504,0,57.6,4.5,12.9,0
"930","2021-11-04","hm3-2","2021-11-04_hm3-2",45,"hm","diamond","2",27,3,1,4,"0.963",81.18,34.1,0.819,0.103,7.919,0,86.3,12.8,6.7,0
"931","2021-11-04","hm3-3","2021-11-04_hm3-3",45,"hm","diamond","3",27,3,1,4,"0.648",58.22,24.45,0.807,0.179,4.509,0.003,57.8,14.5,4,0
"932","2021-11-04","hm3-4","2021-11-04_hm3-4",45,"hm","diamond","4",27,3,1,4,"0.806",86.1,36.16,0.73,0.081,9.055,0,102.9,13.7,7.5,0
"933","2021-11-04","ul3-1","2021-11-04_ul3-1",45,"ul","diamond","1",27,3,1,4,"0.232",66.36,27.87,0.682,0.085,8.001,0,92.7,13.8,6.7,0
"934","2021-11-04","ul3-2","2021-11-04_ul3-2",45,"ul","diamond","2",27,3,1,4,"0.325",67.24,28.24,0.627,0.057,11.064,0,105,11.5,9.2,0
"935","2021-11-04","ul3-3","2021-11-04_ul3-3",45,"ul","diamond","3",27,3,1,4,"0.581",64.41,27.05,0.657,0.089,7.375,0,91.4,14.7,6.2,0
"936","2021-11-04","ul3-4","2021-11-04_ul3-4",45,"ul","diamond","4",27,3,1,4,"0.403",80.22,33.69,0.722,0.066,10.955,0,108.6,12,9,0
"937","2021-11-04","hm4-1","2021-11-04_hm4-1",46,"hm","diamond","1",27,4,1,4,"0.689",68.88,28.93,0.723,0.046,15.744,0,88.3,6.6,13.3,0
"938","2021-11-04","hm4-2","2021-11-04_hm4-2",46,"hm","diamond","2",27,4,1,4,"0.775",75.44,31.68,0.822,0.209,3.932,0.006,70.2,20.6,3.4,0
"939","2021-11-04","hm4-3","2021-11-04_hm4-3",46,"hm","diamond","3",27,4,1,4,"1.02",62.32,26.17,1.018,0.088,11.553,0,57.1,5.6,10.3,0
"940","2021-11-04","hm4-4","2021-11-04_hm4-4",46,"hm","diamond","4",27,4,1,4,"0.924",54.12,22.73,1.065,0.127,8.374,0,46.9,6.2,7.6,0
"941","2021-11-04","ul4-1","2021-11-04_ul4-1",46,"ul","diamond","1",27,4,1,4,"0.242",49.14,20.64,0.683,0.135,5.05,0.001,65.1,14.7,4.4,0
"942","2021-11-04","ul4-2","2021-11-04_ul4-2",46,"ul","diamond","2",27,4,1,4,"0.252",60.13,25.25,0.766,0.141,5.422,0.001,70.2,14.9,4.7,0
"943","2021-11-04","ul4-3","2021-11-04_ul4-3",46,"ul","diamond","3",27,4,1,4,"0.157",43.89,18.43,0.949,0.538,1.763,0.121,37.5,22.9,1.6,0.1
"944","2021-11-04","ul4-4","2021-11-04_ul4-4",46,"ul","diamond","4",27,4,1,4,"0.229",65.84,27.65,0.855,0.201,4.255,0.004,66.8,18,3.7,0
"945","2021-11-04","hm5-1","2021-11-04_hm5-1",47,"hm","diamond","1",30,5,1,4,"0.841",80.64,33.87,0.763,0.034,22.458,0,106.9,5.8,18.6,0
"946","2021-11-04","hm5-2","2021-11-04_hm5-2",47,"hm","diamond","2",30,5,1,4,"0.682",78.72,33.06,0.638,0.033,19.117,0,119.7,7.7,15.5,0
"947","2021-11-04","hm5-3","2021-11-04_hm5-3",47,"hm","diamond","3",30,5,1,4,"0.729",83.64,35.13,0.593,0.101,5.841,0.001,115.4,24.2,4.8,0
"948","2021-11-04","hm5-4","2021-11-04_hm5-4",47,"hm","diamond","4",30,5,1,4,"0.796",68.4,28.73,0.935,0.205,4.567,0.003,62.6,15.6,4,0
"949","2021-11-04","ul5-1","2021-11-04_ul5-1",47,"ul","diamond","1",30,5,1,4,"0.515",81.48,34.22,0.663,0.095,7.006,0,116.5,20.4,5.7,0
"950","2021-11-04","ul5-2","2021-11-04_ul5-2",47,"ul","diamond","2",30,5,1,4,"0.401",78.54,32.99,0.717,0.088,8.16,0,102.7,15.2,6.8,0
"951","2021-11-04","ul5-3","2021-11-04_ul5-3",47,"ul","diamond","3",30,5,1,4,"0.637",78.96,33.16,0.594,0.06,9.893,0,126.7,15.9,8,0
"952","2021-11-04","ul5-4","2021-11-04_ul5-4",47,"ul","diamond","4",30,5,1,4,"0.459",78.12,32.81,0.787,0.149,5.273,0.001,89.5,20.1,4.5,0
"953","2021-11-04","hm6-1","2021-11-04_hm6-1",48,"hm","diamond","1",30,6,1,4,"0.679",72.39,30.4,0.749,0.057,13.254,0,92,8.2,11.2,0
"954","2021-11-04","hm6-2","2021-11-04_hm6-2",48,"hm","diamond","2",30,6,1,4,"0.998",72.98,30.65,0.967,0.2,4.827,0.002,63,14.9,4.2,0
"955","2021-11-04","hm6-3","2021-11-04_hm6-3",48,"hm","diamond","3",30,6,1,4,"0.62",80.36,33.75,0.634,0.088,7.21,0,107.6,18.1,6,0
"956","2021-11-04","hm6-4","2021-11-04_hm6-4",48,"hm","diamond","4",30,6,1,4,"0.81",95.12,39.95,0.609,0.119,5.119,0.001,123.7,29.9,4.1,0
"957","2021-11-04","ul6-1","2021-11-04_ul6-1",48,"ul","diamond","1",30,6,1,4,"0.193",59.22,24.87,0.671,0.031,21.499,0,88.4,4.9,18.2,0
"958","2021-11-04","ul6-2","2021-11-04_ul6-2",48,"ul","diamond","2",30,6,1,4,"0.176",54.44,22.86,0.828,0.167,4.961,0.002,59,13.4,4.4,0
"959","2021-11-04","ul6-3","2021-11-04_ul6-3",48,"ul","diamond","3",30,6,1,4,"0.18",49.4,20.75,1.78,5.599,0.318,0.76,19.7,63.2,0.3,0.8
"960","2021-11-04","ul6-4","2021-11-04_ul6-4",48,"ul","diamond","4",30,6,1,4,"0.189",59.28,24.9,0.655,0.058,11.377,0,87.7,9.1,9.6,0
"961","2021-11-05","hm2-1","2021-11-05_hm2-1",38,"hm","ewa","1",20,1,5,4,"1.01",83.79,35.19,1.017,0.146,6.984,0,77.6,12.9,6,0
"962","2021-11-05","hm2-2","2021-11-05_hm2-2",38,"hm","ewa","2",20,1,5,4,"0.832",81.22,34.11,0.89,0.108,8.233,0,83.6,11.9,7,0
"963","2021-11-05","hm2-3","2021-11-05_hm2-3",38,"hm","ewa","3",20,1,5,4,"0.674",86.1,36.16,0.789,0.158,4.995,0.002,87.7,20.7,4.2,0
"964","2021-11-05","hm2-4","2021-11-05_hm2-4",38,"hm","ewa","4",20,1,5,4,"0.625",50.84,21.35,0.91,0.113,8.076,0,50.6,7,7.3,0
"965","2021-11-05","ul2-1","2021-11-05_ul2-1",38,"ul","ewa","1",20,1,5,4,"0.401",61.27,25.73,1.024,0.417,2.454,0.044,48.9,22.1,2.2,0.1
"966","2021-11-05","ul2-2","2021-11-05_ul2-2",38,"ul","ewa","2",20,1,5,4,"0.338",61.84,25.97,0.894,0.249,3.586,0.009,58.7,18.5,3.2,0
"967","2021-11-05","ul2-3","2021-11-05_ul2-3",38,"ul","ewa","3",20,1,5,4,"0.409",59.85,25.14,1.058,0.423,2.499,0.041,47.3,20.9,2.3,0.1
"968","2021-11-05","ul2-4","2021-11-05_ul2-4",38,"ul","ewa","4",20,1,5,4,"0.511",64.7,27.17,0.789,0.166,4.749,0.002,71.4,17.4,4.1,0
"969","2021-11-05","hm3-1","2021-11-05_hm3-1",39,"hm","ewa","1",27,2,5,4,"0.81",51.66,21.7,0.79,0.127,6.226,0,60,10.9,5.5,0
"970","2021-11-05","hm3-2","2021-11-05_hm3-2",39,"hm","ewa","2",27,2,5,4,"0.519",40.75,17.11,0.649,0.051,12.641,0,59.5,5.3,11.2,0
"971","2021-11-05","hm3-3","2021-11-05_hm3-3",39,"hm","ewa","3",27,2,5,4,"0.863",96.76,40.64,0.61,0.151,4.033,0.005,119.7,36.5,3.3,0
"972","2021-11-05","hm3-4","2021-11-05_hm3-4",39,"hm","ewa","4",27,2,5,4,"0.558",56.58,23.76,0.858,0.179,4.794,0.002,55.3,13,4.3,0
"973","2021-11-05","ul3-1","2021-11-05_ul3-1",39,"ul","ewa","1",27,2,5,4,"0.359",47.31,19.87,1.594,2.797,0.57,0.587,23,41.7,0.6,0.6
"974","2021-11-05","ul3-2","2021-11-05_ul3-2",39,"ul","ewa","2",27,2,5,4,"0.238",66.69,28.01,1.034,0.426,2.429,0.045,51.9,23.9,2.2,0.1
"975","2021-11-05","ul3-3","2021-11-05_ul3-3",39,"ul","ewa","3",27,2,5,4,"0.335",74.76,31.4,0.855,0.123,6.927,0,79.5,13.4,5.9,0
"976","2021-11-05","ul3-4","2021-11-05_ul3-4",39,"ul","ewa","4",27,2,5,4,"0.341",76.44,32.1,0.703,0.052,13.591,0,103.7,9.2,11.3,0
"977","2021-11-05","hm4-1","2021-11-05_hm4-1",40,"hm","ewa","1",27,3,5,4,"0.757",49.2,20.66,1.054,0.537,1.963,0.09,34.2,18.6,1.8,0.1
"978","2021-11-05","hm4-2","2021-11-05_hm4-2",40,"hm","ewa","2",27,3,5,4,"0.677",48.38,20.32,0.91,0.323,2.815,0.026,40.4,15.6,2.6,0
"979","2021-11-05","hm4-3","2021-11-05_hm4-3",40,"hm","ewa","3",27,3,5,4,"0.791",53.3,22.39,1.346,1.768,0.761,0.472,25.7,35.1,0.7,0.5
"980","2021-11-05","hm4-4","2021-11-05_hm4-4",40,"hm","ewa","4",27,3,5,4,"0.543",45.92,19.29,0.981,0.263,3.735,0.007,42.2,12.3,3.4,0
"981","2021-11-05","ul4-1","2021-11-05_ul4-1",40,"ul","ewa","1",27,3,5,4,"0.366",68.69,28.85,1.047,0.361,2.904,0.023,55.2,21.3,2.6,0
"982","2021-11-05","ul4-2","2021-11-05_ul4-2",40,"ul","ewa","2",27,3,5,4,"0.353",64.12,26.93,0.96,0.269,3.562,0.009,57.1,18,3.2,0
"983","2021-11-05","ul4-3","2021-11-05_ul4-3",40,"ul","ewa","3",27,3,5,4,"0.31",68.46,28.75,0.857,0.137,6.25,0,72.2,13.4,5.4,0
"984","2021-11-05","ul4-4","2021-11-05_ul4-4",40,"ul","ewa","4",27,3,5,4,"0.306",70.98,29.81,0.879,0.12,7.314,0,75,11.9,6.3,0
"985","2021-11-05","hm5-1","2021-11-05_hm5-1",41,"hm","ewa","1",30,4,5,4,"0.628",51.66,21.7,0.485,0.071,6.807,0,97.4,17.1,5.7,0
"986","2021-11-05","hm5-2","2021-11-05_hm5-2",41,"hm","ewa","2",30,4,5,4,"0.694",49.2,20.66,0.701,0.065,10.809,0,64.5,6.8,9.5,0
"987","2021-11-05","hm5-3","2021-11-05_hm5-3",41,"hm","ewa","3",30,4,5,4,"0.93",39.36,16.53,1.987,1.559,1.275,0.243,17.5,13.9,1.3,0.2
"988","2021-11-05","hm5-4","2021-11-05_hm5-4",41,"hm","ewa","4",30,4,5,4,"0.636",51.66,21.7,1.138,0.378,3.013,0.02,38.8,13.9,2.8,0
"989","2021-11-05","ul5-1","2021-11-05_ul5-1",41,"ul","ewa","1",30,4,5,4,"0.382",62.13,26.09,0.947,0.306,3.094,0.017,55.9,20.3,2.8,0
"990","2021-11-05","ul5-2","2021-11-05_ul5-2",41,"ul","ewa","2",30,4,5,4,"0.328",63.84,26.81,0.911,0.235,3.879,0.006,60.7,17.7,3.4,0
"991","2021-11-05","ul5-3","2021-11-05_ul5-3",41,"ul","ewa","3",30,4,5,4,"0.399",74.76,31.4,0.815,0.082,9.909,0,85.8,10.2,8.4,0
"992","2021-11-05","ul5-4","2021-11-05_ul5-4",41,"ul","ewa","4",30,4,5,4,"0.505",71.53,30.04,0.874,0.158,5.531,0.001,73.5,15.4,4.8,0
"993","2021-11-05","hm6-1","2021-11-05_hm6-1",42,"hm","ewa","1",30,5,5,4,"0.692",64.78,27.21,0.738,0.158,4.674,0.002,70.1,17.3,4.1,0
"994","2021-11-05","hm6-2","2021-11-05_hm6-2",42,"hm","ewa","2",30,5,5,4,"0.735",55.76,23.42,0.681,0.106,6.4,0,69.1,12.4,5.6,0
"995","2021-11-05","hm6-3","2021-11-05_hm6-3",42,"hm","ewa","3",30,5,5,4,"0.798",47.56,19.98,0.96,0.23,4.173,0.004,43.1,11.3,3.8,0
"996","2021-11-05","hm6-4","2021-11-05_hm6-4",42,"hm","ewa","4",30,5,5,4,"0.601",53.3,22.39,0.975,0.335,2.915,0.023,42.4,15.9,2.7,0
"997","2021-11-05","ul6-1","2021-11-05_ul6-1",42,"ul","ewa","1",30,5,5,4,"0.392",51.68,21.71,1.53,2.249,0.68,0.518,25.8,39.4,0.7,0.5
"998","2021-11-05","ul6-2","2021-11-05_ul6-2",42,"ul","ewa","2",30,5,5,4,"0.364",60.42,25.38,0.932,0.273,3.419,0.011,55.3,18.2,3,0
"999","2021-11-05","ul6-3","2021-11-05_ul6-3",42,"ul","ewa","3",30,5,5,4,"0.385",75.18,31.58,0.843,0.155,5.454,0.001,79.7,17.1,4.7,0
"1000","2021-11-05","ul6-4","2021-11-05_ul6-4",42,"ul","ewa","4",30,5,5,4,"0.383",62.41,26.21,0.906,0.209,4.334,0.003,60.7,15.9,3.8,0
